文字起こし結果

ファイル名: 20251014103118_20251014_153308.mp3
[00:01:39] 話者B: えっ、と、総合テスト、あの、林とか宇野がやってるやつのジョブの登録のところで、ちょっと中々、あの、上手くいかないことがあって、ちょっと進捗が、これから本格的にやっとスタートできるいう感じなんですけども。
[00:01:54] 話者B: あの、えーっと、本番で確認するに当たって、えっと、DBをなんかね、同期を取らないといけないというお話だったじゃないですか。あの、ステージング環境とか。
[00:02:05] 話者A: DBの同期？
[00:02:06] 話者B: えっ、と、ステージングと、えっと、本番。
[00:02:09] 話者A: あー、はいはいはいはいはい。
[00:02:11] 話者B: で、えっと、環境。
[00:02:12] 話者A: 画面、画面の話っすね。
[00:02:13] 話者B: はい。
[00:02:13] 話者B: で、えっと、
[00:02:15] 話者B: 新テスト、えっと、ごめんなさい。えっと、本番環境で動かす画面っていうのは、あの、グレーですよね？
[00:02:22] 話者B: 確認なんですけど。
[00:02:24] 話者B: グレー画面？
[00:02:25] 話者A: えっ、と、画面の話、あ、えっと、はい、グレーで合ってます。あの、
[00:02:33] 話者A: テストコードじゃねえや。えっと、
[00:02:36] 話者A: 新、えっとね、新、
[00:02:40] 話者A: 新AWSって言ってるやつですよね。こいつですね。
[00:02:43] 話者A: これ。
[00:02:46] 話者A: あの、多分、今日、今日明日までだと思います、でもこれ。変わる予定です。
[00:02:50] 話者B: あ、そうですね。
[00:02:51] 話者A: あの、HTTPSが、あの、付いてないのこいつ。
[00:02:54] 話者B: あ。
[00:02:55] 話者A: なんか、HTTPS付くやつに、やった。これと、あとステージングですね。
[00:02:59] 話者B: はい。
[00:03:00] 話者A: 紫。
[00:03:01] 話者B: 紫ですね。
[00:03:02] 話者A: これですね。これをやっていただ。で、確か辻さんのアカウント、
[00:03:06] 話者A: 登録しといたと思うんすけど、両方とも。
[00:03:10] 話者B: 確か、うん、あの、確認して入れて
[00:03:15] 話者B: 画面の表示までいけたはずですね。
[00:03:19] 話者A: そうっすね。えっと、ゼロ、ぜ、あれっすよね。ITじゃない、ST0、
[00:03:25] 話者B: えっ、と、覚えてない。
[00:03:27] 話者A: ま、いっか。
[00:03:29] 話者A: ま、いっか。ま、ちょっと、入れなかったら言ってください。ちょっと、あの、登録した気まんまでいます。
[00:03:36] 話者B: で、えっと、あの、
[00:03:39] 話者B: データの同期を取らないといけないっていうのは、その画面上の入力の項目についてのお話でいいんですか？
[00:03:45] 話者A: あ、そうっすそうっす。うん、メイビーです。あの、
[00:03:48] 話者A: 他でもちょっと、ここテストしてるんで、
[00:03:51] 話者A: あの、ちょっと同じようなデータ打っとかないと、あの、
[00:03:55] 話者A: あれ、なんか違うぞって話になっちゃうんで。
[00:03:57] 話者A: 登録してもらう形で考えてますと。はい。
[00:03:59] 話者B: テストの、えっと、メインで行おうとしている、あの、本番でのバッチ処理、あの、ジョブの稼働については、えっと、本番
[00:04:10] 話者B: だけで動かせばいいということですね。
[00:04:12] 話者A: あ、そうっすそうっす。本番だけでどんどん動かしちゃって。あの、
[00:04:16] 話者A: なんていうかね、えっと、はい、あの、登録して、その、動かし、ごめんなさいね。動かしっぱなしにしといて、
[00:04:22] 話者A: なんか問題が出ないかっていうのを、確認する形ですね。はい。
[00:04:27] 話者B: わかりました。じゃあ、えっと、ちょっと確認は以上なんですけど。
[00:04:31] 話者B: えっ、と、もう一点、あの、
[00:04:34] 話者B: 先週対応した、あの、その、ジョブのチェックを外す、
[00:04:39] 話者B: はい。
[00:04:40] 話者B: 作業の時に、あの、ジョブネットワークにぶら下がっている、ユーザージョブのチェックのところを削除しようとしたんですけども、
[00:04:50] 話者B: あの、Excel、ヘルパーのExcel上、そこの部分だけ削除っていうのができなくって。
[00:04:59] 話者B: えっ、と、
[00:05:00] 話者B: Excelヘルパーの中で。
[00:05:03] 話者A: えっ、と、あ、ごめんなさい、えっと、
[00:05:06] 話者B: はい。
[00:05:06] 話者A: ちょっと、な、どういうことだ？
[00:05:09] 話者B: えっ、と、Excel、
[00:05:10] 話者A: ん、え、え、え、えっと。
[00:05:12] 話者B: ヘルパーのExcelを、開いて。
[00:05:16] 話者A: ま、立ち上げますよね。
[00:05:17] 話者B: はい。
[00:05:22] 話者A: これ、これあれっすね。あの、
[00:05:25] 話者A: 辻さんからもらったやつです。
[00:05:28] 話者A: こいつで、
[00:05:31] 話者A: なんだけ、チェック。
[00:05:37] 話者B: えっ、と、一個。
[00:05:38] 話者A: ちょっと待ってね。チェック。
[00:05:52] 話者A: なんか、あれっすよね。ちょっと、ちょっと全然話変わるんすけど。
[00:05:55] 話者B: はい。
[00:05:56] 話者A: あの、
[00:05:59] 話者A: 確か、このチェック処理って、あの、処理名が、あの、なんか、JMSESの内容をパクったんですけど、
[06:09:00] 話者A: あの、
[06:11:00] 話者A: なんすかね。
[06:12:00] 話者A: ちょっと、なんか、もうちょい分かりやすい名前にしとけばよかったなっていうのはちょっと反省しております。
[06:18:00] 話者A: 分かりづらいなと思って。
[06:21:00] 話者A: これっすよね。データチェック。これ、これとかの名前ですね。これ。
[06:24:00] 話者B: あ、そうですね。うん、何何チェックとか。
[06:27:00] 話者A: で、いらない、友情部とかっすよね。
[06:28:00] 話者B: はい。
[06:29:00] 話者B: こう、こう削除しようと思ったんですけど、
[06:33:00] 話者B: そこをどうやって削除したらいいのか分からなくって。
[06:38:00] 話者B: で、
[06:39:00] 話者A: あー、そうっすか。
[06:40:00] 話者B: 上の方の部品コントロールから、ジョブネットワークごとは削除できるんです。あの、上からF。
[06:46:00] 話者A: できますね。うん、はい。
[06:47:00] 話者B: でも、ユーザージョブ。
[06:49:00] 話者A: これっすよね。あ、これか。
[06:50:00] 話者B: その、大きいボタンのところですね。
[06:53:00] 話者A: はい。
[06:54:00] 話者B: で、その、一番下のF11でジョブネットワークの削除はできるんですけど、それにぶら下がっている、個別にユーザージョブだけ、ここからここまで削除っていうのが、できなくって。
[07:08:00] 話者B: で、えっと、最終的にやったのは、あの、本番のジョブセンターサーバーの、実際のものを、えっと、加工して削除して、それをエクスポートして。
[07:20:00] 話者B: これ、ジョブネットワークをExcel上からは全部削除して、インポートし直して。
[07:26:00] 話者B: 形にやったんです。
[07:29:00] 話者A: なるほどね。
[07:31:00] 話者B: そうすると、まあ、IDが一番マックスから採番され直した状態なんで、一番下に、え、出てきてしまったんですけど。
[07:43:00] 話者B: こ、れって、えっと、本当の正しいというか、
[07:47:00] 話者B: ユーザージョブだけ削除っていうのをやるのはどういう方法でやるのが、本当は正しかったのかなと、ちょっと、事後に。
[07:56:00] 話者A: あれ、ごめんなさい。普通、普通に消せませんでした？
[07:59:00] 話者A: 多分。
[08:00:00] 話者B: あ、いけるんですかね。なんか。
[08:02:00] 話者A: これ、これ、これあるじゃないですか。仮にこのインブ消そうと思ったら、
[08:07:00] 話者A: こう、こう、多分、こう、こうっすよね。
[08:10:00] 話者B: あー。
[08:14:00] 話者B: それで右クリックで。
[08:15:00] 話者A: これバン。
[08:17:00] 話者A: いや、これ右クリックできねえんすよ。
[08:21:00] 話者B: あ、既存のを消してしまう。
[08:23:00] 話者A: あ、そうそうそう。糞仕様っす。
[08:26:00] 話者B: ああ、そういうことか。なるほど。
[08:29:00] 話者A: こ、これ、これ、で、
[08:30:00] 話者A: で、これ、これで、ここからペってやる。あれ、間違えた。
[08:34:00] 話者A: ちょっと待ってね。こっから、
[08:37:00] 話者A: ここまでじゃないですか。
[08:38:00] 話者B: はい。
[08:39:00] 話者A: で、こいつ、
[08:40:00] 話者A: ペってやるじゃないですか。これ、これと。で、飛んだ時に、
[08:43:00] 話者B: あ。
[08:44:00] 話者A: これ、分岐のIDがあるんで、多分、分岐4にしとかないと、多分、辻さん、上がんないはずなんすよ。これでチェックってやると、
[08:51:00] 話者A: その、合ってるか合ってないかを見てくれるはずなんすよね。
[08:54:00] 話者A: で、ダメなら怒られます。
[08:56:00] 話者B: あー。
[08:58:00] 話者B: あ、そう。
[08:59:00] 話者A: で、これ、これ、OKだったんで、こう、こうふうにしないとダメなんすよ。
[09:01:00] 話者A: 仮にこれ5のままだと、
[09:03:00] 話者A: 仮にね。
[09:04:00] 話者A: これペってやるじゃないですか。多分、そん、そんな場合ねえぞって、もしか、飛んでるよって怒られると思うんすよね。
[09:12:00] 話者A: 言わないっすね。
[09:14:00] 話者B: お、いける。
[09:15:00] 話者A: いけるんだな。これいけんの？本当にいけんのか。
[09:18:00] 話者A: ま、こんな感じで、あの、いいっすね。
[09:20:00] 話者A: で、ここら辺の番号とかを振り直しちゃうと、ここら辺の多分先行のやつとか変えなきゃなんすよ。
[09:26:00] 話者A: で、こいつは、
[09:28:00] 話者A: えっ、と、並列のやつなんで、あの、
[09:30:00] 話者A: こういうチェックでいいんですけど、その、並列じゃないやつは、もうちょっと考えないと、
[09:36:00] 話者A: あの、ダメですね。
[09:39:00] 話者A: なんて、やり方がちょっと、わ、なんすかね、ちょっと、仕様を理解してかないと多分できない、できないっていうか、俺もちょっと細かくマニュアル見てないんでなんとも言えないんすけど。
[09:49:00] 話者A: これこういう状態じゃないですか。で、今更新したんで、
[09:52:00] 話者A: 飛ぶと思うんすよね。飛ぶってか、
[09:54:00] 話者A: なくなってると思うんすよ。
[09:56:00] 話者B: ああ、上に上がった感じになるんですね。
[09:58:00] 話者A: で、これ5なの、5なんだけど、これ、1、2、3、4、5じゃないですか。
[10:01:00] 話者A: で、
[10:04:00] 話者A: これもちょっとめんどくせえんだよな、この動画な。
[10:09:00] 話者A: で、これをちゃんと、あれ、4になってま、あれだな。となるとこれ、分岐のとこに5ってのがどっか、あ、ここに5ありましたね。
[10:15:00] 話者A: 分岐5なんで、4にして、
[10:17:00] 話者B: はいはいはい。
[10:22:00] 話者A: やると、また行かなきゃいけないな。
[10:28:00] 話者A: よいしょ。
[10:29:00] 話者A: これもこう、
[10:31:00] 話者A: ダメ、あれっすね。全、全検索、ブックで検索して、シート名で飛ぶっていうので僕飛んでます。
[10:39:00] 話者A: これが一番行きやすいっていう。
[10:42:00] 話者A: こんな感じでいくと4つになるんで、多分、こう、こうふうにしないと、多分、ダメなんだと思うんすよね。
[10:47:00] 話者B: そういうことか。行を削除しようとしてて、削除ができないなと思って。
[10:53:00] 話者B: 困ってたんですが、そう、あ、値を、そのまま上に上げる感じでいけば。
[10:58:00] 話者A: あ、そうそうそう。飛ばしちゃえばOKです。
[11:00:00] 話者A: そうすれば番号とかも、あの、ちゃんとOKなんで、大丈夫です。
[11:04:00] 話者A: で、ちょっと気つけなきゃいけないのが、さっきも言った、ここら辺の文、こいつって分岐のポイントなんで、こいつがポイントになるんすよ。1、2、3、7、5って。
[11:11:00] 話者A: で、こいつとかなくしちゃうと、
[11:14:00] 話者A: なくすっていうか、ちょっと変えたりすると、ま、変えたりってか、なんだろうな。追加とかする時は、新たにこの番号が振られてきちゃうんで、この分岐の番号が。
[11:22:00] 話者A: それに合う形で、その、上位の設定、上位ってか、あの、前のやつ、項目あるじゃないですか。
[11:29:00] 話者A: ここの、
[11:31:00] 話者A: 先行部品。
[11:32:00] 話者B: はい。
[11:33:00] 話者A: ここ多分、同期取らなきゃいけないんで、ここがちょっと、ややこしいというか、めんどくさいんすよ。
[11:39:00] 話者A: 合わせとかなきゃいけないんで。
[11:40:00] 話者B: ああ、なるほど。
[11:41:00] 話者B: はい。
[11:42:00] 話者B: 分かりました。
[11:43:00] 話者A: 137じゃないですか。137ってのは、この、
[11:49:00] 話者A: PA_RBって、さっきの分岐のところになってるはずなんで。
[11:54:00] 話者A: そのようにしないといけないんで、ちょっとややこしい感じです。
[11:58:00] 話者A: ま、ちょっとそこら辺、
[12:00:00] 話者A: あと、ヘルプっすね。見てもらうと分かるんですけど、ちょっと俺もそこまでごめんなさいね。あの、読み込んでないんすよ。
[12:07:00] 話者A: マニュアル。
[12:09:00] 話者A: こいつ。
[12:10:00] 話者B: あ、はい。
[12:16:00] 話者A: ここら辺っすね。多分、この、ディファインヘルパーってやつがあるんだと思うんすけど。
[12:24:00] 話者A: ここら辺でやる感じってか。
[12:27:00] 話者A: あと、あそこ、もう一つ言っとくと、
[12:30:00] 話者A: あの、
[12:35:00] 話者A: ま、ここら辺で書いてあるところが多分ポイントなのって、あと、こいつっすね。
[12:40:00] 話者A: このテキスト定義機能ってやつが。
[12:43:00] 話者B: はい。
[12:46:00] 話者A: こいつが、あの、
[12:48:00] 話者A: 実際のフォーマットみたいな感じなんすよね。
[12:54:00] 話者A: ま、これ、ファイル形式なんで、ちょっと微妙かな。
[12:57:00] 話者A: ちょっと、基礎、基礎とかも書いてあるな。
[13:04:00] 話者A: うん。ちょっとごめんなさい。何が言いたかったかっていうと、こいつ、こいつが、大元のはずなんで、
[13:09:00] 話者A: あの、仕様の。
[13:10:00] 話者B: ああ。
[13:11:00] 話者A: こいつで、ある程度理解して、
[13:13:00] 話者B: ああー。
[13:14:00] 話者A: で、こいつ、こっちの、後の、これヘルパーの方は、あの、Excelの方なんで、あの、さっき言ったこのテキストの仕様に従って、このヘルパーの仕様を作ってるはずなんで。
[13:25:00] 話者A: あの、テキストの方が分かれば、多分、ヘルパーの方も分かんじゃねえかなっていうので、ちょっと話してたんですけど。
[13:32:00] 話者A: いや、でも、めんどくさいと思いますね。
[13:34:00] 話者B: （笑い）
[13:35:00] 話者A: はい。
[13:37:00] 話者A: 超めんどくさいと思います。この、あの、ツール。
[13:40:00] 話者B: はい。
[13:41:00] 話者A: ま、ちょっと、なんとも言えないっすよね。ってところっすね。
[13:45:00] 話者B: はい。
[13:46:00] 話者A: すいません。ちょっと、あの、繰り返しになるんすけど、僕もそこまでこう、えっと、読み込んでないのと、あと、ある程度こう、
[13:54:00] 話者A: あ、あと、あれだ。ごめんなさい。
[13:56:00] 話者A: もう一つ、ポイントが、ここでやった時ポイントが、ここにコメントが書いてあったりするんすよ。
[14:02:00] 話者B: あ、ありますね。はい。
[14:04:00] 話者A: これとか、たまに参考にしてます。
[14:05:00] 話者B: なるほど。
[14:08:00] 話者A: たまに、こう、
[14:09:00] 話者A: なんていうんだろうな。これ見づらいんだけど。
[14:12:00] 話者A: このロックがかっったるいんすよね、マジで。
[14:16:00] 話者A: これなんか先行部品指定しませんと。
[14:19:00] 話者B: ああ。
[14:20:00] 話者A: だから、ジョブネットワークは、あ、そっか、ジョブネットワークは呼び出し元とか先行部品とかねえぞっつってね。ま、そりゃそうだよねと。
[14:28:00] 話者A: うん。ま、そんな感じで、
[14:31:00] 話者A: 見てたりしますね。
[14:32:00] 話者B: わかりました。はい、ありがとうございます。
[14:34:00] 話者A: ちょっと参考にしていただけると。
[14:38:00] 話者B: はい。
[14:39:00] 話者B: えっ、と、以上です。はい。
[14:41:00] 話者A: はい、分かりました。ありがとうございます。
[14:43:00] 話者A: じゃ、ちょっと引き続き、ちょっとテストの方、ちょっとお願いしますって話と、ちょっと僕の方もちょっと、設計書の方が、
[14:49:00] 話者B: はい。
[14:50:00] 話者A: って、今絶賛作ってる。で、大体、大体あと、あとは、確か、あの、アウター絡み、アウターってかEC絡みだけになった気がすんだよな。
[15:00:00] 話者A: あとSFTP絡むところ以外。
[15:05:00] 話者A: で、ちょっと今週中に片付けたいなと思ってはいるんですけど、
[15:09:00] 話者A: じゃねえや。
[15:13:00] 話者A: これか。
[15:19:00] 話者A: うん。
[15:21:00] 話者A: ね、ここら辺が、
[15:25:00] 話者A: 大きいか、もうちょっと、やっつけ仕事、あの、金曜日にやったん、やっつけたのと。
[15:30:00] 話者B: はい。
[15:31:00] 話者A: これと。で、これはちょっとFTP、SFTP絡むんで、ちょっと保留にしてるんですけど。ま、一緒にこっちのEC倒すってやる予定ではいますと。はい。
[15:39:00] 話者A: そんな感じですね。はい。
[15:41:00] 話者B: はい。
[15:43:00] 話者A: じゃ、ちょっと、申し訳ないんですけど、引き続きちょっとよろしくお願いいたします。
[15:47:00] 話者A: ちょっと、また何かあったら、ちょっと、追加で言うと思うんすけど、現時点ではちょっと、ないんですけど、ちょっと、色々とその、リリースに向けてやらなきゃいけないことが、ちょっと、まだストックがあるので。
[15:58:00] 話者A: 多分、11月かな。
[16:00:00] 話者A: ちょっと、やらなきゃいけない感じでございます。はい。
[16:02:00] 話者B: はい。
[16:04:00] 話者A: じゃあ、すいません。以上で終わろうかと。じゃ、引き続きよろしくお願いいたします。
[16:08:00] 話者A: じゃあ。
[16:08:00] 話者B: お願いします。
[16:09:00] 話者A: ありがとうございました。お疲れ様です。
[16:11:00] 話者A: 切りします。
[16:12:00] 話者B: します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-14 15:35:58
