文字起こし結果

ファイル名: 20251015103137_20251016_092718.mp3
[00:02:39] 話者2: はい。あの、今日あのエラーをポンポンと発生させて、ま、メールが届いてるかと思うんですけど。ここって、えっと、件名のところデブがついてるのはもうOKていうのがなんかどっかでやり取りがありましたっけ？
[00:02:51] 話者1: もういいです、いいです。大丈夫です。
[00:02:52] 話者2: はい。
[00:02:52] 話者1: もうもういいです。あの、あの、いいです、いいです。あの、とっぱらおうかと思ったんですけど、もうちょっとあの、今更とっぱろうと第三次なんで、あの。
[00:02:59] 話者2: なるほど。いろんなところにありそうですね。
[00:03:03] 話者1: そうそうそうそうそうそう。もう最悪、あの全部一通りテストだったら、あの、装置感っていうです、ね。貴重な手を使おうかと、いう、ああ、も、あります。あの、ちょっと、今更家ねえなっていう感じでございます。
[00:03:14] 話者2: はい、わかりました。じゃあ、その個所のところOKとして、まあ、もう間もなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、まちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 話者1: そうですね。はい。
[00:03:29] 話者2: わかりました。
[00:03:30] 話者1: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単にあの、取りマスの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてたんですけど。
[00:03:39] 話者1: あの、簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前住所、えー、あとあれかな？代表者名とかがちゃんと変わってればOKなので、はい。
[00:03:49] 話者1: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 話者2: はい。承知いたしました。
[00:03:53] 話者1: ま、本当そのレベルでいいです。あの、別にがっつりやる必要全くないです。あの、大丈夫です。そのレベルで大丈夫です。
[00:04:00] 話者1: そうそう、言おうとして忘れてました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 話者1: そうなんですよ。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者1: はい。
[00:04:12] 話者2: じゃあ、とりあえずは
[00:04:14] 話者1: あれですからね。粛々とやっていただく形で。ちょっと俺も粛々とこうあの、テスト設計粛々とつくるしかないなという感じでやってます。
[00:04:23] 話者2: うん。今のところ、増えるベット作業っていうのは発生してないんで、はい。
[00:04:28] 話者1: そうですね。はい。
[00:04:30] 話者2: はい、そうですね。
[00:04:33] 話者1: で、ちょっと、まま並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。
[00:04:40] 話者1: うん、ちょっとね。やっぱなんだろうな、ま、ちょっと何ていうんだろうな、JMSに慣れすぎたっていうのちょっと正直あるんですけど。
[00:04:48] 話者1: ちょっとJMSとジョブセンターのそのなんつうんだろうな、仕様がこう、なんだろう、
[00:04:56] 話者1: いけてない、いけてないじゃないですか。なんつうんだろうな、こう、痒いところに、痒いところってか、あの、JMSの融通が効いてたところを
[00:05:06] 話者2: うん。
[00:05:07] 話者1: あの、ジョブセンター全く、なん、切り捨てた感が俺ん中で印象あるんですよ。
[00:05:12] 話者2: ああ。
[00:05:14] 話者2: そうですね。
[00:05:15] 話者1: ちょっとそら辺がちょっと、うん。いや、いや、なんだろうな、ちょっとやりづらいっていうのちょっとあるかなと思うんすよね。
[00:05:22] 話者1: で、あと、まあ、ま、大体繰り返して言ってるんですけど、ま、ちょっと辻さんに言ったかどうかわかんないんですけど、ジョブセンター
[00:05:30] 話者1: どうすんかなっていう。あの、1月以降ですね。あの、ま、僕ら、僕らってか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 話者1: うん、ちょっと、なって、こう、うん、ちょっと悩ましいなと思ってます。あの、
[00:05:50] 話者1: 悩ましいなと思ってます。もう悩ましいしか言えねえす。はい。
[00:05:55] 話者1: あとあれだな。辻さんちょっとあれだ、相談したかったことが、相談ってわけじゃないんですけど。
[00:06:02] 話者1: あの、なんだろうな。
[00:06:05] 話者1: ま、いっか。心と体の、ちょっとやっぱ、ちょっとしくってんす、やっぱ俺。
[00:06:10] 話者1: ま、悩ましいよな。ま、いいんだろうけどな、既存の。
[00:06:14] 話者1: やっぱ、こう、なんつうんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この人が何してるかってよくわかんないんだよ。
[00:06:24] 話者2: ああ。
[00:06:25] 話者1: ちょっと、なんで、ちょっとそこんないいやらしいなとちょっとあるんですけど、まあいいか、まあ、やむなしだろうな。
[00:06:32] 話者1: どちらかとこっちの方が分かりやすいんですよ、何があったって。で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだって。
[00:06:38] 話者2: うん。
[00:06:39] 話者1: 調べなきゃいけないっていうちょっと、めんどくささがあるんだけど、まあいいか、もういいか。
[00:06:44] 話者2: パッと見わかんないですね。
[00:06:46] 話者1: わかんないです。
[00:06:47] 話者1: ちょっとしくったな。もう手遅れ。もう、やってみてわかるってやつですね。
[00:06:52] 話者1: ま、ここもちょっとあれだな、超、心にゆとりがあったらちょっと直すかって話なんだけど、今は超、超、心にゆとりが全くないの。
[00:07:02] 話者2: ね。
[00:07:11] 話者1: はい。
[00:07:12] 話者1: 一応あとこれか。ちょっと共有しとくと、こういう形で、あの、
[00:07:16] 話者1: えっと、その何の処理でエラーが出たかってたまに書いてる処理があったりするんですけど、これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じです。これ。
[00:07:26] 話者2: ああ、はいはいはい。
[00:07:28] 話者1: そうなんですよ。
[00:07:30] 話者1: なんでちょっとそういうのがちょっと両習性であるのと、ま、それもちょっとなあって、ま、ま、なんだろうな、
[00:07:36] 話者1: なんかあれですよね、ヘルパーで、ヘルパーって、Excelのヘルパーで、なんか管理してるというかやっぱボックス単位で1位になってる方が分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで。ま、それもちょっと悩ましいなと思いながら
[00:07:51] 話者1: てはいるんですけど。ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労してやつのだと思うんですけど。
[00:07:59] 話者2: はいはい。
[00:08:00] 話者1: ま、ちょっとしょうがない。あとこれも、あっそっか、言っとくと、これ名前の長さもあったりするんですよ。
[00:08:05] 話者2: あ、そうなんですね。
[00:08:06] 話者1: で、かつ、そうなんですよ。で、かつ、なんかね、あの、複合技っていうか、あの、心の名前の長、長さ以外に、なんか処理として登録する時の名前の長さがね、上限があるらしくて。
[00:08:18] 話者2: ああ。
[00:08:19] 話者1: ちょっとよくわかんないですけどね。だから下手に長いのにすると、長くてこう、なんだ、深い処理。
[00:08:26] 話者1: 要はどんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 話者2: なるほど。
[00:08:33] 話者1: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょっといやらしいんですよね。
[00:08:38] 話者1: なんか内部的に多分持ってんだと思うんですけど、その、
[00:08:42] 話者1: その多分上から多分足してくんですよね、このポンポンピピピって。足した時に多分桁数を超えるんで、あの、キャパオーバーですみたいな感じなんだと思うんですけど。
[00:08:53] 話者1: ま、そういうのもちょっと前ちょっと課題として上がってて、多分この、なんだっけ？バックログの方にも書いた記憶はあるんですけどね。
[00:09:02] 話者1: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたという感じですね。はい。
[00:09:07] 話者1: 終わりました。
[00:09:09] 話者1: じゃ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いいたしますと。で、俺も粛々とあのテスト設計頑張りますって感じなので。
[00:09:17] 話者1: はい。
[00:09:18] 話者1: はい。
[00:09:19] 話者1: じゃ、ちょっと早いですけど、以上で終わろうかと思いますので、はい。じゃ、すみません、引き続きよろしくお願いいたします。じゃあ、お疲れ様でした。
[00:09:25] 話者2: ありがとうございました。
[00:09:27] 話者1: ありがとうございます。失礼します。
[00:09:28] 話者2: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:28:30
