文字起こし結果

ファイル名: 20251015103137_20251016_111135.mp3
[00:06:13] 担当者: やっぱ、なんつうだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかって、よく分かんねえ。
[00:06:23] 辻さん: ああ。
[00:06:24] 担当者: ちょっと、なんで、ちょっとそこら辺いらしいなって、ちょっとあるんですけど。
[00:06:28] 担当者: まあ、いいか、まあ、やぶなしだろうな。
[00:06:32] 担当者: ま、どちらかっていうと、こっちの方が分かりやすいんすよ。何がって。
[00:06:35] 担当者: で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだって。
[00:06:38] 辻さん: うん。
[00:06:39] 担当者: 調べなきゃいけないっていうちょ、めんどくささがあったけど。
[00:06:42] 担当者: まあ、いいか。もういいか。
[00:06:44] 辻さん: パッと見分からないですね。
[00:06:46] 担当者: 分からないです。
[00:06:47] 担当者: ちょっとしくったな。もう、もておく、もう、やってみて分かるっていう。
[00:06:52] 担当者: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと直すかって話だったんですけど、今は超、超心にゆとりが全くないの。
[00:07:02] 辻さん: ですね。
[00:07:11] 担当者: はい。
[00:07:12] 担当者: 一応あと、これか。ま、ちょっと共有しとくとこういう形で。
[00:07:15] 担当者: あの、えっと、その、何の処理でエラーが出たかって、たまに書いてる処理があったりするんですけど。
[00:07:20] 担当者: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じです。これ、これ。
[00:07:27] 辻さん: ああ、はいはいはい。
[00:07:28] 担当者: そうなんすよ。
[00:07:30] 担当者: なんで、ちょっとそういうのが、ちょっと、良しとしてあるのと、ま、それもちょっとな、ま、ま、なんだろうな。
[00:07:36] 担当者: なんか、あれっすよね。ヘルパーで、ヘルパーってか、Excelのヘルパーでなんか管理してると、これやっぱボックス単位で1位になってる方が分かりやすいんですよね、これね、何の処理のあれだろうっていうのがあったりするんで。
[00:07:48] 担当者: ま、それもちょっとなやましいなと思いいながら、ではいるんですけど。
[00:07:52] 担当者: ま、多分この異常メールとか、メール送信ってのは、多分腐るほどあるんで、多分辻さんが苦労したやつだと思うんですけど。
[00:07:59] 辻さん: はいはい。
[00:08:00] 担当者: ま、ちょっとしょうがねえな。
[00:08:01] 担当者: あとこれ、も、あ、そっか、言っとくと、これね、名前の長さもあったりするんすよ。
[00:08:05] 辻さん: あ、そうなんすね。
[00:08:06] 担当者: で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技ってか、あの、心の名前の長さいがいに、なんか処理として登録する時の名前の長さが上限があるらしくて。
[00:08:18] 辻さん: ああ。
[00:08:19] 担当者: ちょ、よく分かんないんですけどね。
[00:08:20] 担当者: だから、下手に長いのにやると、長くて、こう、なんつうんだろ、深い処理、どんどん掘っていく処理とかにしとくと、あの、長すぎるって怒られるんすよ。
[00:08:31] 辻さん: なるほど。
[00:08:33] 担当者: そうなんすよ。そういう仕様も入ってるっていうね。
[00:08:35] 担当者: こう、ちょっとね、やらしいんすよね。
[00:08:38] 担当者: なんか、内部的に多分持ってんだと思うんですけど、その、その、多分上から多分足していくんでしょうね、このトントントンピピピって。足した時に、多分、桁数を超えるんで、あの、キャップを割るんです、みたいに、なんだと思うんですけど。
[00:08:53] 担当者: ま、そういうのも、ちょっと前、ちょっと課題として上がってて、多分、この、なんだっけ、バックログの方にも書いた記憶はあるんですけどね。
[00:09:02] 担当者: ま、そういう状況でございます。
[00:09:04] 担当者: ま、ちょっと余談でしたという感じですね、はい。
[00:09:07] 担当者: 終わりました。
[00:09:09] 担当者: じゃあ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いいたします。で、俺も粛々と、あの、テスト設計頑張りますって感じなので。
[00:09:17] 辻さん: はい。
[00:09:18] 担当者: はい。
[00:09:19] 担当者: じゃあ、ちょっと早いけど、以上で終わろうかと思うますので、はい。
[00:09:22] 担当者: じゃ、すいません、引き続きよろしくお願いいたします。
[00:09:24] 担当者: じゃ、お疲れ様でした。
[00:09:25] 辻さん: ありがとうございました。
[00:09:26] 辻さん: 失礼します。
[00:09:27] 担当者: ありがとうございます。
[00:09:28] 担当者: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 11:13:30
生成システム: Meeting Minutes BYC v1.0.0
