文字起こし結果

ファイル名: 20251015103137_20251016_093923.mp3
[00:02:04] 話者A: あの、お願いしますっていう感じです。
[00:02:06] 話者A: あの、めんどくさそうなやつちょっと全部辻さんにお願いする気満々ではないんですけど、あの、ちょっと、泣き、泣きが入るかもしれないです。
[00:02:13] 話者A: はい。っていう感じでございます。
[00:02:15] 話者A: はい。そんな感じかな。ちょっと僕からは以上でございますね。
[00:02:18] 話者A: はい。
[00:02:19] 話者A: じゃ、辻さんの方から何かありますかね？
[00:02:21] 話者B: そうですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタート、ちょっとしてみてたんですけど。
[00:02:28] 話者A: あの。
[00:02:30] 話者A: そうそうそうそう。
[00:02:31] 話者B: そうですね、あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは、はい、あの、今日、あの、エラーをポンポンと発生させて、ま、メール、メールが届いてるかと思いますけど。
[00:02:45] 話者B: ここって、えっと、件名のところデブがついてるのはもうOKって言うのがなんかどっかでやり取りがあったような。
[00:02:51] 話者A: もういいです、いいです。
[00:02:52] 話者B: 大丈夫ですか？
[00:02:52] 話者A: もう、もういいです。あの、あの、いいです、いいです。あの、取っ払おうかと思ったんですけど、もうちょっと、あの、今更取っ払うと大惨事なんで。
[00:02:59] 話者B: そうですね。色んなところにありそうですね。
[00:03:03] 話者A: はい、もう最悪、あの、全部一通りテスト終わったら、あの、装置感っていうですね、秘境な手を使おうかなっていう、あの、も、あります。
[00:03:10] 話者A: あの、ちょ、ちょっと、今さら言えねえなっていう感じでございます。
[00:03:14] 話者B: はい、分かりました。じゃあ、デゾのところOKとして。
[00:03:17] 話者B: ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 話者A: そうですね。はい。
[00:03:29] 話者A: わかりました。
[00:03:30] 話者A: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあの、トリマスの値がちゃんと変わってるよねってのを見ておいてくださいっていう話をちょっとテスト設計に書いたんですけど。
[00:03:39] 話者A: あの、簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで。
[00:03:49] 話者A: はい。ちょっと見といていただけると嬉しいかなと思います。
[00:03:52] 話者B: はい。承知しました。
[00:03:53] 話者A: あ、もう本当にそのレベルでいいです。あの、これ、がっつりやる必要全くないです。あの、大丈夫です。その法で全然大丈夫です。
[00:04:00] 話者A: あ、そうそう。言おうと思ってたの忘れました。ちゃんとメモって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 話者A: そうなんすよ。ちょっとね。ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者A: はい。
[00:04:12] 話者A: ということで。
[00:04:13] 話者A: じゃあ、とりあえずはあれですかね。粛々とやっていただく形で。俺も粛々とこう、あの、テスト設計粛々とやるしかないんで。うん。感じでやってます。
[00:04:24] 話者B: はい。今んとこ運用別途作業っていうのは発生してないんで。
[00:04:28] 話者A: はい。そうですね。
[00:04:30] 話者B: はい。
[00:04:31] 話者A: そうですね。
[00:04:33] 話者A: で、ちょ、ちょっ、まあ、まあ、並行してその運用設計どうするかはちょっと考えなきゃいけないんですけど。
[00:04:39] 話者A: うん、ちょ、ちょっとね、やっぱ、なんか、なんだろうな。うん、ちょ、ちょっと、なんつうんだろうな、JMSSに慣れすぎたってのちょっと正直あるんですけど。
[00:04:48] 話者A: ちょっとJMSSとジョブセンターのそのなんつうんだろうな、仕様がこう。
[00:04:54] 話者A: なんだろう。いけてない。いけてないじゃないですか。なんつうんだろうな、こう、痒いところに、痒いところってか、あの、JMSSの融通が効いてたところを、ジョブセンター全く切り捨てた感が俺ん中で印象あるんですよ。
[00:05:12] 話者B: ああ。
[00:05:13] 話者A: なんで。
[00:05:14] 話者B: そうですね。
[00:05:15] 話者A: ちょっとそこら辺がちょっと、うん、いや、いや、なんだろうな、ちょっとやりづらいってのちょっとあるかなと思うんすよね。
[00:05:22] 話者A: で、あと、ま、ま、だいたい繰り返しって言ってるんですけど、ま、ちょっと辻さんに言ったかどうか分かんないんですけど。
[00:05:29] 話者A: ジョブセンターこれ攻めっかなって。
[00:05:33] 話者A: あの、1月以降ですね。あの、ま、僕ら、僕らってか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 話者A: うん、ちょっと、なあってこう、ちょっと、悩ましいなと思ってます。
[00:05:48] 話者A: あの。悩ましいなと思ってます。
[00:05:53] 話者A: 悩ましいしか言えねえっすっていうところですね。
[00:05:55] 話者A: あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談っていうわけじゃないんですけど。
[00:06:02] 話者A: あの、なんだろうな。ま、いいか。
[00:06:05] 話者A: 心のゆとりなんて、ちょっと、やっぱ、ちょっとしくってんす、やっぱ俺。
[00:06:09] 話者A: ま、悩ましいよな。ま、いいんだろうけどな、既存の。
[00:06:14] 話者A: やっぱ、こう、なんだろうな、こう、こういう風にやっぱり、なんだろう、ジョブセンター継承しちゃって、この貫通名とかでしてると、この処理が何してるかってよく分かんないっていう。
[00:06:24] 話者B: ああ。
[00:06:25] 話者A: ちょっと、なんで、ちょっと、そこら辺いらしいなってのちょっとあるんですけど、まあいいか。もう、もうやむなしだろうな。
[00:06:32] 話者A: どちらかというとこっちの方が分かりやすいんですよ、何があって。で、こっちにしちゃうと、うん、これ分かりやすいんだけど、これなんだって。
[00:06:38] 話者A: うん。調べなきゃいけないっていうめんどくささがあるんだけど、まあいいか、もういいか。
[00:06:44] 話者B: パッと見わかんないですね。
[00:06:46] 話者A: 分かんないですね。
[00:06:47] 話者A: ちょっとしくったなと思って、よく、よく、やってみて分かったっていう。うん。
[00:06:53] 話者A: ま、ここもちょっとあれだな、超、心のゆとりがあったらちょっと直すかって話してるんですけど、今は超、超心のゆとりが全くないんで。
[00:07:02] 話者B: そうですね。
[00:07:11] 話者A: はい。
[00:07:12] 話者A: 一応あとこれか。ちょっと共有しとくと、こういう形で、あの、えっと、その何の処理でエラーが出たかって、たまに書いてる処理があったりするんですけど、これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別できるようにやった感じですね、これ感じて。
[00:07:26] 話者B: ああ、はいはいはい。
[00:07:28] 話者A: そうなんすよ。
[00:07:30] 話者A: なんか、ちょっと、そういうのがちょっと良しゅう書であるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:36] 話者A: なんか、あれっすよね。ヘルパーで、ヘルパーってか、Excelのヘルパーでなんか管理してるところやると、やっぱボックス単位で1位になってる方が分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで、ま、そうもちょっと悩ましいなと思いながらではいるんですけど、ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労したやつだと思うんですけど。
[00:07:59] 話者B: はいはい。うん。
[00:08:00] 話者A: ちょっとしょうがないね。
[00:08:01] 話者A: あとこれも、あ、そっかそっか、言っとくと、これ、名前の長さもあったりするんすよ。
[00:08:04] 話者B: ああ、そうなんですね。
[00:08:06] 話者A: で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技っていうか、あの、心の名前の長さ以外に、なんか処理として登録するときの名前の長さが上限があるらしくて。
[00:08:18] 話者B: ああ。
[00:08:19] 話者A: ちょっとよく分かんないですけどね。だから、下手に長いのにすると、長くてこう、なんだか深い処理、いや、どんどん掘ってく処理とかにしとくと。
[00:08:28] 話者A: あの、長すぎるって怒られるんすよ。
[00:08:31] 話者B: ああ、なるほど。
[00:08:33] 話者A: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょっとね、いらしいんすよね。
[00:08:38] 話者A: だから、内部的に多分持ってんだと思うんですけど、その、その、多分上から多分足していくんですよね、この、ドンと、ぴぴぴって。足した時に多分桁数を超えるんで、あの、キャパオーバーですみたいな感じなんだと思うんですけど。
[00:08:53] 話者A: ま、そういうのもちょっと前ちょっと課題として上がってて、多分、この、なんだっけ、バックログの方にも書いた記憶はあるんですけどね。
[00:09:02] 話者A: ま、そういう状況でございます。
[00:09:04] 話者A: ま、ちょっと、余談でしたという感じですね。
[00:09:06] 話者A: はい。終わりました。
[00:09:09] 話者A: じゃ、ちょっと申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いしますと。で、俺も粛々とあの、テスト設計頑張りますっていう感じなので。
[00:09:16] 話者A: はい。
[00:09:18] 話者A: はい。じゃあ、ちょっと早いっすけど以上で終わろうかと思いますので。
[00:09:22] 話者A: はい。じゃ、すいません、引き続きよろしくお願いいたします。
[00:09:24] 話者A: じゃ、お疲れ様でした。
[00:09:25] 話者B: ありがとうございました。
[00:09:27] 話者A: ありがとうございます。失礼します。
[00:09:28] 話者B: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:41:00
