文字起こし結果

ファイル名: 20251015103137_20251016_094418.mp3
[03:22:15] 話者2: えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょ、とりあえずちょっと簡単なところからいこうかなと。
[03:28:13] 話者1: そうですね。はい。
[03:29:43] 話者2: わかりました。
[03:30:46] 話者1: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単にあの、トリマスの値がちゃんと変わってるよねっていうのを見といてくださいっていう話はちょっとテスト設計に書いてたんですけど。
[03:38:64] 話者2: はい。
[03:39:35] 話者1: あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか名前住所、
[03:42:38] 話者2: はい。
[03:45:62] 話者1: え、あとあれかな、代表者名とかがちゃんと変わってればオッケーなんで、はい。
[03:49:50] 話者1: ちょっと見といていただけると嬉しいかなと思います。はい。
[03:52:50] 話者2: はい、承知しました。
[03:53:57] 話者1: もうほんと、そのレベルでいいです。あの、別に、がっつりやる必要全くないです。あの、
[03:55:99] 話者2: はい。
[03:58:24] 話者1: 大丈夫です。その脳死で大丈夫です。
[04:00:03] 話者1: そうだ、言おうと思ってて忘れちまいました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[04:02:88] 話者2: うん。
[04:04:80] 話者1: そうなちょっとね。
[04:07:32] 話者1: ちょっと最近サボってます。
[04:08:92] 話者1: 申し訳ないです。はい。
[04:11:05] 話者1: はい。
[04:12:47] 話者2: ということで。
[04:12:77] 話者1: うん、じゃあとりあえずは、
[04:14:86] 話者1: あれですかね、粛々とやっていただく形で。ちょっと俺も粛々とこう、
[04:18:78] 話者1: あの、テスト設計粛々と作るしかないんで。
[04:22:78] 話者1: 感じでやってます。
[04:23:71] 話者2: うん。今のところそういう別途作業っていうのは発生してないんで、はい。
[04:28:43] 話者1: そうですね。はい。
[04:30:57] 話者1: そうですね。
[04:33:04] 話者1: で、ちょ、ちょっと、ま、ま、並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。
[04:39:27] 話者1: うーん、ちょ、ちょっとね、やっぱ、なんか、なんだろうな。
[04:43:21] 話者1: ちょっと、ま、ちょっと何つうんだろうな。
[04:45:20] 話者1: JMSSに慣れすぎたってのちょっと正直あるんですけど。
[04:48:86] 話者1: ちょっとJMSSとジョブセンターの、
[04:51:78] 話者1: その、なんつうんだろうな、仕様がこう、
[04:55:76] 話者1: なんだろう、
[04:56:88] 話者1: いけてない、いけてないじゃない、なんつうんだろうな、こう、
[05:00:04] 話者1: 痒いところに、痒いとこってか、あの、
[05:03:32] 話者1: JMSSの融通が効いてたところを、
[05:06:55] 話者2: うーん。
[05:07:33] 話者1: あの、ジョブセンター全く、なんだ切り捨てた感が俺ん中で印象あるんですよ。
[05:12:90] 話者2: あー。なるほど。
[05:13:58] 話者1: なん、なんで、
[05:14:60] 話者2: そうですね。
[05:15:35] 話者1: ちょっとその辺がちょっと、うん。
[05:17:85] 話者1: いや、いや、なんつうんだろうな、ちょっとやりづらいってのちょっとあるかなと思うんすよね。
[05:22:37] 話者1: で、あと、ま、大体繰り返して言ってるんですけど。
[05:26:77] 話者1: ま、ちょっと辻さんに言ったかどうか分かんないんですけど。
[05:29:43] 話者1: ジョブセンター、
[05:30:30] 話者1: 早くこれなんねえかなっていう。
[05:33:63] 話者1: あの、1月以降ですね。あの、
[05:35:89] 話者2: ああ。
[05:36:19] 話者1: ま、僕ら、僕らってか、あの、いじってる人たちは、ま、まあしょうがねえなと思ってやってはいるんですけど。
[05:41:96] 話者1: あの、ちょっとだなってこう、
[05:45:00] 話者1: うーん。
[05:46:58] 話者1: ちょっと悩ましいなと思ってます。あの、
[05:50:58] 話者1: 悩ましいなと思ってます。
[05:52:95] 話者1: 悩ましいしか言えねえす。
[05:55:40] 話者1: あとあれだな、辻さんちょっとあれだな、相談したかったことが、相談ってわけじゃないんですけど。
[06:02:07] 話者1: あの、なんだろうな。
[06:05:38] 話者1: まあいいか。心ゆとりなんて、ちょっとやっぱ、ちょっとしくってんすよ、やっぱ、俺。
[06:09:90] 話者1: ま、悩ましいよな。ま、いいんだろうけどな、既存の。
[06:14:48] 話者1: やっぱ、なんつうんだろうな、こう、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、
[06:19:96] 話者1: この貫通名とかにしてると、この処理が何してるかっていうのよくわかんない。
[06:23:67] 話者2: ああ。
[06:24:90] 話者1: ちょっと、なんで、ちょっと、そこら辺いらしいなってちょっとあるんですけど。
[06:28:77] 話者1: ま、いっか、ま、いっか。やぶねえだろうな。
[06:31:73] 話者1: どちらかとこっちの方が分かりやすいんですよ。何がって。でこっちにすると、うん、あ、これでも分かりやすいんだけど、これなんだ。
[06:38:22] 話者2: うん。
[06:39:92] 話者1: 調べなきゃいけないっていうちょっとめんどくささがあるんだけど、まあいっかと思。まあいっか。
[06:44:11] 話者2: パッと見わかんないですね。
[06:46:31] 話者2: わかんないですね。
[06:47:67] 話者1: ちょっとしくったなと思。もう手遅れ。
[06:49:50] 話者1: 手遅れ。もうやってみてわかるっていう。
[06:52:96] 話者1: ま、ここもちょっとあれだな。超心にゆとりがあったらちょっと。
[06:56:49] 話者2: ああ。
[06:57:33] 話者1: 直すかて話なんすけど、今は超、超心にゆとりが全くないの。
[07:01:89] 話者2: ですね。
[07:11:47] 話者1: はい。
[07:12:28] 話者1: 一応あとこれか。ちょっと共有しとくと。こういう形で、あの、
[07:16:91] 話者1: えっと、その何の処理でエラーが出たかってたまに書いてる処理かとしたりするんですけど。
[07:20:97] 話者1: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで。
[07:24:39] 話者1: 区別するようにやった感じですね。これ、感じで。
[07:27:07] 話者2: ああ、はいはいはい。
[07:28:44] 話者1: そうなんすよ。
[07:30:46] 話者1: なんでちょっとそういうのがちょっと両手でやるのと。ま、それもちょっとな、ま、なんだろうな。
[07:36:78] 話者1: なんかあれっすよね。ヘルパーで、ヘルパーってExcelのヘルパーで、
[07:40:99] 話者2: はい。
[07:41:40] 話者1: なんか管理してるところてやっぱボックス単位で、
[07:43:79] 話者1: 1位になって方が分かりやすいんすよね、これね。何の処理のあれだろうってのがあったりするんで。
[07:48:86] 話者1: ま、そういうもちょっと悩ましいなと思いながら、
[07:51:79] 話者1: てはいるんですけど。ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労してるやつだと思うんですけど。
[07:59:00] 話者2: はいはい。
[08:00:23] 話者1: ま、ちょっしょうがねえ。あとこれも、あ、そっか言っとくとこれ、名前の長さもあったりするんすよ。
[08:04:77] 話者2: あ、そうなんですか。
[08:05:81] 話者1: で、かつ、
[08:07:08] 話者1: そうなんすよ。で、かつなんかね、あの、複合技ってか、あの、この名前の長、長さ以外に、なんか処理として登録する時の名前の長さが上限があるらしくて。
[08:18:67] 話者2: ああ。
[08:19:40] 話者1: ちょっとよく分かんないですけどね。だから下手に長いのにすると、長くてこう、掘、何てか、深い処理。
[08:26:18] 話者1: いわ、どんどん掘ってく処理とかにしとくと、
[08:28:60] 話者1: あの、長すぎるって怒られるんすよ。
[08:31:00] 話者2: なるほど。
[08:32:82] 話者1: そうなんすよ。そういう仕様も入ってるっていうね、こう、
[08:36:74] 話者1: ちょっとね、いらしいんすよね。
[08:38:64] 話者1: だから内部的に多分持ってんだと思うんですけど、その、
[08:42:07] 話者1: その多分上から多分足してくんでしょうね、このトントンピピピって。
[08:46:66] 話者1: で足した時に多分桁数を超えるんで、
[08:49:95] 話者1: あの、キャパオーバーですみたいな感じなんだと思うんですけど。
[08:53:50] 話者1: ま、そういうのもちょっと前ちょっと課題として上がってて多分、この、
[08:58:32] 話者1: なんだっけ？バックログの方にも書いた記憶はあるんですけどね。
[09:02:40] 話者1: ま、そういう状況でございます。ま、ちょっと余談でしたという感じですね。はい。
[09:07:48] 話者1: 終わりました。
[09:09:25] 話者1: じゃあちょっと申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いします。
[09:12:96] 話者2: はい。
[09:13:30] 話者1: で俺も粛々とあのテスト設計頑張りますっていう感じなので。
[09:16:92] 話者2: ございます。
[09:17:34] 話者1: はい。
[09:18:78] 話者1: はい。じゃあちょっと早いっすけど以上で終わろうかと思いますので。はい。じゃあ、すいません、引き続きよろしくお願いいたします。
[09:24:99] 話者1: じゃあ、お疲れ様でした。
[09:25:70] 話者2: ありがとうございました。失礼します。
[09:27:14] 話者1: ありがとうございます。失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:45:52
