文字起こし結果

ファイル名: 20251015103137_20251016_095618.mp3
[00:03:53] 話者A: ま、ほんとそのレベルでいいです。あの、別に、がっつりやる必要全くないです。あの、大丈夫です。そのレベルで大丈夫です。
[00:04:00] 話者A: そうそう、言おうとして忘れてました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 話者A: そうなんですよ。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者A: はい。
[00:04:12] 辻: うん。ということ。じゃあ。
[00:04:13] 話者A: とりあえずは、あれすからね、粛々とやっていただく感じで、俺も粛々とこう、あの、テスト設計、粛々と作るしかないんで。感じでやってます。
[00:04:24] 辻: うん。今んとこ、運用別途作業っていうのは発生してないんで。はい。
[00:04:28] 話者A: そうですね。はい。
[00:04:31] 話者A: そうすね。
[00:04:33] 話者A: で、ちょ、ちょっと、ま、ま、並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。うん、ちょ、ちょっとね、やっぱ、なんか、なんだろうな。まあ、ちょっと、なんつうんだろうな。
[00:04:45] 話者A: JMSSに慣れすぎたってのもちょっと正直あるんですけど、ちょっとJMSとジョブセンターのその、なんつうんだろうな、仕様がこう、なんだろう、いけてない、いけてないってじゃないですけど、なんつうんだろうな、こう、痒いところに、痒いとことか、あの、JMSSの融通が効いてたとこを。
[00:05:06] 辻: うん。
[00:05:07] 話者A: あの、ジョブセンター全く、切り捨てた感が俺ん中で印象あるんですよ。
[00:05:13] 辻: ああ。なるほど。うん。そうですね。
[00:05:15] 話者A: ちょっと、そこら辺がちょっと、うん、いや、いや、なんだろうな、ちょっとやりづらいってのがちょっとあるかなと思うんすよね。
[00:05:22] 話者A: で、あと、ま、ま、だいたい繰り返して言ってるんですけど、ま、ちょっと辻さんに言ったかどうか分かんないんですけど、ジョブセンター。
[00:05:30] 話者A: 採用これか。あの、1月以降ですね。あの、ま、僕ら、僕らってか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 話者A: うん、ちょっと、なっていうこう、ちょっと悩ましいなと思ってます。あの。
[00:05:50] 話者A: 悩ましいなと思ってます。もう悩ましいしか言えねえっすね。
[00:05:55] 話者A: あと、あれだな、辻さんちょっと、あれだ、相談したかったことが相談ってわけじゃないんですけど。
[00:06:02] 話者A: あの、なんだろうな。まあいっか。心のゆとりなんてもう、ちょ、ちょっとやっぱし、ちょっとしくってるんですよね、やっぱ俺。
[00:06:10] 話者A: まあ、悩ましいよな、まあいいんだろうけどな、既存の。やっぱ、こう、なんつうの、こう、こういう風に、やっぱ、なんだろうな、ジョブセンター継承しちゃって、この貫通名とかにしとる、この処理が何してるかよくわかんないんだよ。
[00:06:24] 辻: あー。
[00:06:25] 話者A: ちょっと、なんで、ちょっと、そこら辺いらしいなってのはちょっとあるんですけど、まあいいか、まあ、やむなしだろうな。
[00:06:32] 話者A: どちらかっていうと、こっちのが分かりやすいんですよね、何があって。で、こっちにしちゃうと、うん、これ分かりやすいんだけど、これ何だって。
[00:06:38] 辻: うん。
[00:06:40] 話者A: 調べなきゃいけないっていう、ちょっとめんどくささがんだけど、ま、いっか、ま、いっか。
[00:06:44] 辻: パッと見わかんないですね。
[00:06:46] 話者A: わかんないです。
[00:06:47] 話者A: ちょっとしくったな、もうっていうか、もうやってみて分かるっていう。
[00:06:53] 話者A: ま、ここもちょっとあれだな、超、心にゆとりがあったらちょっと直すかって話なんですけど、今は超、超心のゆとりが全くないのと。
[00:07:02] 辻: そうですね。
[00:07:11] 話者A: はい。
[00:07:12] 話者A: 一応あとこれか。ちょっと、共有しとくと。こういう形で、あの、えっと、その、何の処理でエラーが出たかってたまに書いてる処理かとしたりするんですけど。
[00:07:21] 話者A: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じです。これ、これ。
[00:07:27] 辻: ああ、はいはいはい。
[00:07:28] 話者A: そうなんですよ。
[00:07:30] 話者A: なんかちょっと、そういうのがちょっと両方仕様であるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:36] 話者A: なんかあれですよね、ヘルパーで、ヘルパーって、Excelのヘルパーで、なんか管理してるとこやると、やっぱボックス単位で1位になってるのが分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで。
[00:07:49] 話者A: ま、そうもちょっと悩ましいなと思いながらではいるんですけど、ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労してるとだと思うんですけど。
[00:07:59] 辻: はいはい。
[00:08:00] 話者A: ま、ちょっとしょうがない。あとこれ、ま、あ、そっか、言っとくとこれ、名前の長さもあったりするんですよ。
[00:08:05] 辻: あ、そうなんですね。
[00:08:06] 話者A: そうなんすよ。で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技ってか、あの、心の名前の長、長さ以外に、なんか処理として登録する時の名前の長さが上、上限があるらしくて。
[00:08:18] 辻: あー。
[00:08:19] 話者A: ちょっとよくわかんないですけどね。だから、へたに長いのにやると、長くて、こう、なんてか、深い処理、要はどんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 辻: うん。なるほど。
[00:08:33] 話者A: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょっといらしいんすよね。だから、内部的に多分持ってんだと思うんですけど、その、その、多分上から多分足してくんですよね、このポンポンピピピッて。足した時に多分桁数を超えるんで、あの、キャップはですみたいに感じになんだと思うんですけど。
[00:08:53] 話者A: ま、そういうのもちょっと前ちょっと課題として上がってて、多分、この、なんだっけ？バックログの方にも書いた記憶はあるんですけどね。
[00:09:02] 話者A: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたという感じですね。はい。
[00:09:07] 話者A: 終わりました。じゃ、ちょっと、申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いいたします。で、俺も粛々とあのテスト設計頑張りますっていう感じなので。
[00:09:17] 辻: はい。
[00:09:18] 話者A: そうすね。はい。
[00:09:19] 話者A: じゃあ、ちょっと早いですけど、以上で終わろうかと思いますので、はい。じゃ、すいません引き続きよろしくお願いいたします。じゃ、お疲れ様でした。
[00:09:26] 辻: ありがとうございました。
[00:09:27] 話者A: ありがとうございます。失礼します。
[00:09:28] 辻: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:57:37
