文字起こし結果

ファイル名: 20251015103137_20251016_101005.mp3
[00:05:07] 担当者: あの、ジョブセンター全く切り捨てた感があれの中に印象あるんですよ。
[00:05:13] 辻: ああ。なるほど。
[00:05:14] 辻: そうですね。
[00:05:15] 担当者: ちょっとそこら辺がちょっと、うーん、いや、や、なんだろうな、ちょっとやりづらいっていうのちょっとあるかなと思うんすよね。
[00:05:22] 担当者: で、あと、ま、ま、だいたい繰り返し言ってはいるんですけど、ま、ちょっと辻さんに言ったかどうかわかんないんですけど、
[00:05:29] 担当者: ジョブセン、これかなっていう、あの、1月以降ですね。あの。
[00:05:35] 辻: ああ。
[00:05:36] 担当者: ま、僕ら、僕らっていうか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 担当者: うーん、ちょっとんなって、こう、
[00:05:46] 担当者: うーん。ちょっと悩ましいなと思ってます。あの、
[00:05:50] 担当者: うーん、悩ましいなと思ってます。悩ましいしか言えねえっす。ってことです。あとあれだな、辻さんちょっとあれだな、相談したかったことが、相談ってわけじゃないんですけど。
[00:06:02] 担当者: あの、なんだろうな。
[00:06:05] 担当者: ま、いいか。心にゆとりなんて、ちょっと、やっぱ、ちょっとしくってんすやっぱ俺。
[00:06:10] 担当者: ま、悩ましいよな。ま、いいんだろうけどな、既存のい。やっぱ、こう、なんつうんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかっていうのよくわかんない。
[00:06:24] 辻: ああ。
[00:06:25] 担当者: ちょっと。何でちょっとそこらへんいやらしいなっていうのちょっとあるんですけど、ま、いっか、ま、いっか。やぶらしゃだろうな。
[00:06:32] 担当者: どちらかというとこっちの方がわかりやすいんですよ。何がって。で、こっちにしちゃうと、うーん、ああ、これもわかりやすいんだけど、これなんだ。
[00:06:38] 辻: うん。
[00:06:39] 担当者: 調べなきゃいけないっていう、ちょっとめんどくささがあったけど、ま、いっか。ま、いっか。
[00:06:44] 辻: パット見わかんないですね。
[00:06:46] 担当者: わかんないです。
[00:06:47] 担当者: ちょっとしくったなと、もう。もうやってみてもうやってみてわかるっていう。
[00:06:53] 担当者: ま、ここもちょっとあれだな。超心にゆとりがあったらちょっと直すかた話だったんすけど、今は超、超心にゆとりが全くないの。
[00:06:56] 辻: ああ。
[00:07:02] 辻: ですね。
[00:07:11] 担当者: はい。
[00:07:12] 担当者: 一応あとこれか。ま、ちょっと共有しとくとこういう形で、あの、
[00:07:17] 担当者: えっ、その何の処理でエラーが出たかってたまに書いてる処理かとしたりするんですけど、これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じです。これ。
[00:07:27] 辻: ああ、はいはいはい。
[00:07:28] 担当者: そうなんすよ。
[00:07:30] 担当者: なんで、ちょっとそういうのがちょっと両習書であるのと、ま、それもちょっとな、ま、ま、なんだろうな。
[00:07:36] 担当者: なんかあれっすよね。ヘルパーで、ヘルパーってExcelのヘルパーでなんか管理してるとこやると、やっぱボックス単位で1位になってる方がわかりやすいんですよね。これね。何の処理のあれだろうってのがあったりするんで。ま、そこもちょっと悩ましいなと思いながら、
[00:07:52] 担当者: てはいるんですけど、ま、多分この異常メールとかメール送信ってのは多分腐るほどあるんで、多分辻さんが苦労してるとこだと思うんですけど。
[00:07:59] 辻: はいはい。
[00:08:00] 担当者: ま、ちょっとしょうがない。あとこれも、あ、そっかそっか言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 辻: あ、そうなんすね。
[00:08:06] 担当者: で、かつ、そうなんすよ。で、かつなんかね、あの、複合技ってか、あの、心の名前の長さ以外に、なんか処理として登録する時の名前の長さがね、上限があるらしくて。
[00:08:18] 辻: ああ。
[00:08:19] 担当者: ちょっとよくわかんないですけどね。だから下手に長いのにすると、長くてこう、なんか深い処理、要はどんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんすよ。
[00:08:31] 辻: うん、なるほど。
[00:08:33] 担当者: そうなんすよ。そういう仕様も入ってるっていうね、こう。
[00:08:36] 担当者: ちょっといやらしいんすよね。
[00:08:38] 担当者: なんか内部的に多分持ってんだと思うんですけど、その
[00:08:42] 担当者: その多分上から多分足してくんでしょうね。このトントンピピピって。足した時に多分桁数を超えるんで、あの、キャプを割れるって感じなんだと思うんですけど。
[00:08:53] 担当者: ま、そういうのもちょっと前ちょっと課題として上がってて多分、この、なんだっけ？バックログにも書いた記憶はあるんですけどね。
[00:09:02] 担当者: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたという感じですね。はい。
[00:09:07] 担当者: 終わりました。
[00:09:08] 担当者: じゃあちょっと申し訳ないですけど辻さん、とりあえずは粛々とテストをよろしくお願いしますと。で、俺も粛々とあの、テスト設計頑張りますっていう感じなので。
[00:09:17] 辻: はい。
[00:09:17] 担当者: はい。
[00:09:19] 担当者: はい。じゃあちょっと早いですけど以上で終わろうかと思いますので。はい。じゃ、辻さん、すいません、引き続きよろしくお願いいたします。じゃあお疲れ様でした。
[00:09:26] 辻: ありがとうございました。
[00:09:27] 担当者: ありがとうございます。失礼します。
[00:09:28] 辻: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 10:11:37
