文字起こし結果

ファイル名: 20251015103137_20251016_123514.mp3
[00:03:03] 話者A: そうそう、そうそう。まあ最悪、あの全部一通りテストだったら、あの、焼くというかですね、非常な手を使うかっていう案もあいます。あの、ちょ、ちょっと今更言えねえなっていう感じでございます。はい。
[00:03:14] 佐鳥: はい、わかりました。じゃあ、そのままで、ここのところはOKとして、まあ、もう間もなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところからいこうかなと。
[00:03:28] 話者A: そうですね、はい。
[00:03:29] 佐鳥: わかりました。
[00:03:30] 話者A: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあの取り回すの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてたんすけど。あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなので、はい。ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 佐鳥: はい、承知しました。
[00:03:53] 話者A: ま、ほんとそのレベルでいいです。あの、がっつりやる必要全くないです。あの。
[00:03:58] 話者A: 大丈夫です。そのの。
[00:04:00] 話者A: そうそう、言おうと思って忘れちまいました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。そうなんすよ。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者A: はい。
[00:04:12] 佐鳥: ということで。
[00:04:12] 話者A: じゃ、とりあえずは。
[00:04:15] 話者A: あれっすからね。粛々とやっていただく形で。で、俺も粛々とこう。あの、テスト設計粛々と書くしかない。
[00:04:22] 話者A: 感じでやってます。
[00:04:23] 佐鳥: うん。今んとこ、別途作業っていうのは発生してないんで。はい。
[00:04:28] 話者A: そうすね、はい。
[00:04:30] 佐鳥: 進めようかと。
[00:04:31] 話者A: そうすね。
[00:04:33] 話者A: で、ちょ、ちょっと、まあ、まあ、並行してその運用設計どうするか、って話もちょっと考えなきゃいけないんですけど。うん、ちょ、ちょっとね、やっぱ、なん、なんだろうな、ま、ちょっと、なんつうんだろうな、JMSSに慣れすぎたっていうの、ちょっと正直あるんですけど。ちょっとJMSSとジョブセンターのその、なんつうんだろうな、仕様がこう、なんだろう。いけてない、いけてないじゃなくて、なんつうんだろうな、こう。痒いところに、痒いとこというか、あの、JMSSの融通が効いてたところを。
[00:05:06] 佐鳥: うん。うんうんうんうん。
[00:05:07] 話者A: あの、ジョブセンター全く、なんだ、切り捨てた感が俺の中に印象あるんですよ。
[00:05:12] 佐鳥: ああ。
[00:05:13] 話者A: なんで。
[00:05:14] 佐鳥: ああ、そうですね。
[00:05:15] 話者A: ちょっとそこら辺がちょっと、うん、いや、いや、なんだろうな、ちょっとやりづらいっていうのはちょっとあるかなと思うんすよね。で、あと、まあ、ま、だいたい繰り返しって言ってるんですけど、ま、ちょっと佐鳥さんに言ったかどうか分かんないんですけど。ジョブセン、はい、これ押せっかなっていう。あの、1月以降ですね、あの。
[00:05:35] 佐鳥: ああ。
[00:05:36] 話者A: ま、僕ら、僕らというか、あの、いじってる人たちは、まあ、まあ、しょうがねえなと思ってやってはいるんですけど。
[00:05:41] 佐鳥: はい。
[00:05:42] 話者A: うん、ちょっと、なあって、こう。うん、ちょっと悩ましいなあと思ってます。あの。うん、悩ましいなと思ってます。もう悩ましいしか言えねえっすね。あと、あれだな、佐鳥さんちょっとあれだな、相談したかったことが、相談っていうわけじゃじゃないんですけど。あの、なんだろうな。ま、いっか。これ心にゆとりなんて、ちょっとやっぱちょっとしくってんですよね、やっぱ俺。ま、悩ましいよな。まあ、いいんだろうけどな、既存の。やっぱ、こう、なんつうんだろ、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかよく分かんねえって。
[00:06:24] 佐鳥: ああああ。
[00:06:25] 話者A: ちょっと。なんで、ちょっと、そこら辺がいやらしいなっていうのはちょっとあるんですけど、まあ、いっか。まあ、やむなしだろうな。どちらかというとこっちの方が分かりやすいんですよ、何がって。で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだ、って。
[00:06:38] 佐鳥: うん。
[00:06:39] 話者A: 調べなきゃいけないっていう、ちょっとめんどくささがなんだ、けど、まあ、いっか。まあ、いっか、と。
[00:06:44] 佐鳥: パッと見分かんないですね。
[00:06:46] 話者A: 分かんないですね。ちょっとしくったな、って。もう、もう手遅れ。もう、やってみて分かったっていうやつ。ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと。
[00:06:56] 佐鳥: ああ。
[00:06:57] 話者A: あの、直すかって話なんだけど、今は超、超心にゆとりが全くないの。
[00:07:02] 佐鳥: そうですね。
[00:07:11] 話者A: はい。
[00:07:12] 話者A: 一応あとこれか。ちょっと共有しとくと、こういう形で、あの。えっ、その、何の処理でエラーが出たかってたまに書いてる処理があったりするんですけど。これちょっとご認識の通り、同じ名前にするとこれ登録できないんで。区別するようにやった感じです、これって。
[00:07:26] 佐鳥: ああ。はいはいはい。
[00:07:28] 話者A: そうなんすよ。なんで、ちょっとそういうのがちょっと両思想であるのと。ま、それもちょっとなあ、て、ま、ま、なんだろうな。なんかあれっすよね。ヘルパー、ヘルパーというかExcelのヘルパーで。なんか管理してるところってやっぱボックス単位で。1位になってた方が分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで。ま、それもちょっと悩ましいなあと思いながら。ってはいいるんですけど。ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分佐鳥さんが苦労してやるんだと思うんですけど。
[00:07:59] 佐鳥: はいはい。
[00:08:00] 話者A: ま、ちょっとしょうがねえ。あとこれもあ、そっか、言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 佐鳥: あ、そうなんすね。
[00:08:06] 話者A: でかつ、そうなんすよ。でかつ、なんかね、あの複合技というか、あのこの名前の長さ以外に、なんか処理として登録する時の名前の長さが上限があるらしくて。
[00:08:18] 佐鳥: ああ。
[00:08:19] 話者A: ちょっとよく分かんないですけどね。だから下手に長いのにすると、長くてこう、なんだ、深い処理、どんどん掘ってく処理とかにしとくと、長すぎるって怒られるんすよ。
[00:08:31] 佐鳥: なるほど。
[00:08:32] 話者A: そうなんすよ。そういう仕様も入ってるっていうね。こう。ちょっとね、いやらしいんすよね。だから内部的に多分持ってんだと思うんですけど、その。その多分上から多分足していくんでしょうね、このトントンぴっぴっぴって。足した時に多分桁数越えるんで、あのキャップ割れっす、みたいな感じになんだと思うんですけど。ま、そういうのもちょっと前ちょっと課題として上がってて多分、この。なんだっけ、バックログにも書いた記憶はあるんですけどね。ま、そういう状況でございます。ま、ちょっと余談でした、という感じですね。はい。終わりました。じゃ、ちょっと申し訳ないですけど、佐鳥さん、とりあえずは粛々とテストをよろしくお願いします。で、俺も粛々とあのテスト設計頑張りますって感じなので。
[00:09:17] 佐鳥: はい。
[00:09:18] 話者A: はい。はい。じゃ、ちょっと早いっすけど以上で終わろうかと思いますので、はい、じゃ、すいません、引き続きよろしくお願いいたします。じゃ、お疲れ様でした。
[00:09:25] 佐鳥: ありがとうございました。
[00:09:27] 話者A: ありがとうございます。失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 12:36:52
生成システム: Meeting Minutes BYC v1.0.2
