文字起こし結果

ファイル名: 20251015103137_20251016_093330.mp3
[00:02:19] 話者A: 辻さんから何かありますかね？
[00:02:21] 辻: そうですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタート、ちょっとしてみてたんですけど、あの。
[00:02:29] 話者A: そうだそうだ。
[00:02:30] 辻: そうですね。あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは。
[00:02:38] 話者A: これね。はい。
[00:02:39] 辻: はい、あの今日あのエラーをポンポンと発生させて、ま、メールが届いてるかと思いますけど。ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りが。
[00:02:51] 話者A: もういいです、いいです。
[00:02:51] 辻: 大丈夫です。
[00:02:52] 話者A: もう、もういいです。あの、あの、いいです、いいです。あの、取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの。
[00:02:59] 辻: はい。
[00:03:00] 話者A: そう。
[00:03:00] 辻: いろんなところにありそうですね。
[00:03:03] 話者A: そうそうそうそう。もう最悪、あの全部一通りテストだったら、あの、装置間っていうですね、貴重な手を使おうかなっていうも、も、あります。あの、ちょ、ちょっと今更言えねえなっていう感じでございます。
[00:03:14] 辻: はい、わかりました。はい。そう。あの、既存のところはOKとして、ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、ま、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 話者A: そうですね、はい。
[00:03:29] 辻: わかりました。
[00:03:30] 話者A: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあのトリマスの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてあったんですけど、あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなので、はい。
[00:03:50] 話者A: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知いたしました。
[00:03:53] 話者A: もう本当そのレベルでいいです。あの、これかっつりやる必要全くないです。あの。
[00:03:58] 話者A: 大丈夫です。そののりせで大丈夫です。
[00:04:00] 話者A: そうそう。言おうと思ってて忘れちゃいました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。そうなんですよ。ちょっとね。
[00:04:04] 辻: うん。
[00:04:07] 話者A: ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者A: はい。
[00:04:12] 辻: ですね。
[00:04:12] 話者A: じゃあ、とりあえずはあれですかね、粛々とやっていただく形で、俺も粛々とこう、あの、テスト設計粛々と作るしかないんで。感じでやってます。
[00:04:22] 辻: はい。
[00:04:24] 辻: うん。今のところどういうの、別途作業っていうのは発生してないんで、はい。
[00:04:28] 話者A: そうですね。はい。
[00:04:30] 辻: あとすみません。
[00:04:31] 話者A: そうですね。
[00:04:33] 話者A: で、ちょ、ちょっとま、ま、並行してその運用設計どうするか、って話もちょっと考えなきゃいけないんですけど。
[00:04:40] 話者A: うーん、ちょ、ちょっとね、やっぱなん、なんだろうな。うん、まあ、ちょっと、なんつうだろう。JMSCSに慣れすぎたっていうのもちょっと正直あるんですけど。ちょっとJMSCSとジョブセンターのその、なんつうんだろうな、仕様がこう、なんだろう。
[00:04:55] 話者A: いけてない、いけてないじゃないですか。なんだろう、こう、痒いところに、痒いとこってか、あの、JMSCSの融通が効いてたところを。
[00:05:06] 辻: うーん。
[00:05:07] 話者A: あの、ジョブセンター全く、な、切り捨てた感が俺ん中で印象あるんすよ。
[0m05:13s] 辻: ああ。
[00:05:14] 辻: なるほど、そうですね。
[00:05:15] 話者A: ちょっとそこら辺がちょっと、うーん、いや、いや、なんだろうな、ちょっとやりづらいっていうのがちょっとあるかなと思うんすよね。で、あと、まあ、ま、だいたい繰り返して言ってんすけど、ま、ちょっと辻さんに言ったかどうかわかんないんすけど、ジョブセン、ちょっとこれ。
[00:05:30] 話者A: 大声でいいかなっていう。あの、1月以降ですね、あの。まあ、僕ら、僕らっていうか、あのいじってる人たちは、まあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 話者A: うーん、ちょっとんなあ、ってこう、うーん、ちょっと悩ましいなと思ってます。あの。
[00:05:51] 話者A: 悩ましいなと思ってます。悩ましいしか言えねえっす、ととこです。あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談ってわけじゃないんすけど。
[00:06:05] 話者A: ま、いっか、心のゆとりなんて、ちょっとやっぱ、ちょっとしくってるんす、やっぱ俺。まあ、悩ましいよな、まあ、いいんだろうけどな、既存のやっぱ、なんつうんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかっていうのよくわかんないんすよ。
[00:06:24] 辻: ああ。
[00:06:25] 話者A: ちょっと、なんで、ちょっとそこらへんいやらしいなっていうのちょっとあるんすけど、まあ、いっか、や、もうやんなっしょだろうな。どちらかというと、こっちの方が分かりやすいんすよ、何がって。で、こっちにしちゃうと、うん、ああ、これも分かりやすいんだけど、これなんだ。
[00:06:38] 辻: うーん。
[00:06:40] 話者A: 調べなきゃいけねえっていうのがちょっとめんどくささがあるんだけど、まあ、いっか、もういっか。
[00:06:44] 辻: ぱっと見わかんないですね。
[00:06:46] 話者A: わかんないっす。
[00:06:47] 話者A: ちょっとしくったな。もう撤回、撤回。もうやってみて分かるっていう。
[00:06:53] 話者A: まあ、ここもちょっとあれだな、超、心にゆとりがあったらちょっとあの、治すかあった話だけど、今は超、超心のゆとりが全くないので。
[00:07:02] 辻: そうですね。
[00:07:11] 話者A: はい。一応あとこれか。ちょっと共有しとくと。こういう形で、あの、えっと、その何の処理でエラーが出たかって、たまに書いてる処理があったりするんですけど。これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じですね。これ感じだと。
[00:07:27] 辻: ああ、はいはいはい。
[00:07:28] 話者A: そうなんすよ。なんで、ちょっとそういうのがちょっと両方あるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:37] 話者A: なんか、あれっすよね、ヘルパーで、ヘルパーって、Excelのヘルパーでなんか管理してる所になると、やっぱボックス単位で1位になってる方が分かりやすいんすよね、これね。何の処理のあれだろうってのがあったりするんで。ま、そこもちょっと悩ましいなと思いながら。
[00:07:51] 話者A: ってはいるんですけど、ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労してるやつだと思うんですけど。
[00:07:59] 辻: はいはい。
[00:08:00] 話者A: ま、ちょっとしょうがねえな。あとこれもう、あ、そっか、言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 辻: あ、そうなんですか。
[00:08:06] 話者A: で、かつ、そうなんすよ。で、かつなんかね、あの、複合技っていうか、あの、心の名前の長、長さ以外に、なんか処理として登録する時の名前の長さがね上限があるらしくて。
[00:08:18] 辻: ああ。
[00:08:19] 話者A: ちょっとよくわかんないですけどね。だから下手に長いのにやると、長くて、こう、なんつうか、深い処理。どんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんすよ。
[00:08:31] 辻: なるほど。
[00:08:33] 話者A: そうなんすよ。そういう仕様も入ってるっていうね、こう。ちょっとね、いやらしいんすよね。だから内部的に多分持ってんだと思うんですけど、その、その多分上から多分足してくんでしょうね、このぴぴぴって。足した時に多分桁数超えるんで、あの、キャパオーバーですみたいな感じなんだと思うんですけど。ま、そういうのもちょっと前ちょっと課題として上がってて、多分、このなんだっけ？バックログにも書いた記憶はあるんですけどね。ま、そういう状況でございます。ま、ちょっと、あの、余談でしたという感じですね。はい。終わりました。
[00:09:09] 話者A: じゃあちょっと申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いいたしますと。俺も粛々とあのテスト設計頑張りますっていう感じなので。
[0m09:17s] 辻: はい。
[0m09:19s] 話者A: はい。じゃあちょっと早いですけど、以上で終わろうかと思いますので、はい、じゃあすいません引き続きよろしくお願いいたします。じゃあ、お疲れ様でした。
[0m09:26s] 辻: ありがとうございました。
[0m09:27s] 話者A: ありがとうございました。失礼します。
[0m09:28s] 辻: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:34:47
