文字起こし結果

ファイル名: 20251015103137_20251016_091342.mp3
[00:01:52] 報告者: あの、ちょっと俺がやらかしてねえかっていうのがちょっと非常に不安ではあるんですけど、一応これ作ってますという形で、もしかしたら辻さんちょっとこれすいません確認してくださいって言われるかもしれないでよろしくお願いしょ。
[00:02:04] 報告者: あの、お願いしますっていう。
[00:02:06] 報告者: はい。あの、めんどくさそうなやつはちょっと全部辻さんにお願いする気まんまんではないんですけど、あの、ちょっと泣きが入るかもしれないですと。
[00:02:14] 報告者: いう感じでございます。はい。
[00:02:16] 報告者: そんな感じかな。ちょっと僕から以上でございますね。はい。
[00:02:19] 辻: はい。
[00:02:20] 報告者: 辻さんのから何かありますかね。
[00:02:21] 辻: ですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタート、ちょっとしてみてたんですけど、あの、
[00:02:29] 報告者: そうだそうだ。
[00:02:30] 辻: そうですね。あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは、
[00:02:38] 報告者: これですね。はい。
[00:02:39] 辻: はい。あの、今日あのエラーをポンポンと発生させて、ま、メールが届いてるかと思うんですけど。ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りがありましたっけ。
[00:02:51] 報告者: もういいです。もういいです。あの、あの、いいですいいです。あの、取っ払おうかと思ったんですけど、もうちょっと、あの、今更取っ払うと大惨事なんで、あの。
[00:02:59] 辻: ああ。そうですね。いろんなところにありそうですね。
[00:03:02] 報告者: はい。はい。もう最悪、あの全部一通りテストだったら、あの、措置感って言うですね。危険な手を使おうかというのもあります。
[00:03:10] 報告者: あの、ちょ、ちょっと今更言えねえなっていう感じでございます。
[00:03:13] 辻: はい、分かりました。
[00:03:14] 報告者: はい、いいです。
[00:03:14] 辻: のところOKとして、ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 報告者: はい。そうですね。はい。
[00:03:29] 辻: 分かりました。
[00:03:30] 報告者: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単に、あの、トリマスの値がちゃんと変わってるよねっていうのを見といてくださいっていう話をちょっとテスト設計に書いてたんですけど。
[00:03:39] 報告者: あの、簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで。はい。
[00:03:49] 報告者: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知いたしました。
[00:03:53] 報告者: あの、ほんとそのレベルでいいです。あの、別にがっつりやる必要全くないです。あの、はい。
[00:03:58] 報告者: 大丈夫です。そののり大丈夫です。
[00:04:00] 報告者: そうそう、言おうと思って忘れました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:04] 報告者: そうなんすよ。ちょっとね。
[00:04:07] 報告者: ちょっと最近サボってます。申し訳ないです。はい。
[00:04:10] 報告者: はい。
[00:04:12] 辻: じゃ、とりあえずは、
[00:04:14] 報告者: あれすからね。粛々とやっていただく形で、俺も粛々とこう、あの、テスト設計粛々と作るしかないんで。
[00:04:22] 報告者: 感じでやってます。
[00:04:23] 辻: うん。今のところ、別途作業っていうのは発生してないんで。はい、大丈夫です。
[00:04:28] 報告者: そうですね。はい。
[00:04:30] 辻: そうですね。
[00:04:33] 報告者: で、ちょ、ちょっと、ま、並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。
[00:04:39] 報告者: うん、ちょ、ちょっとね、やっぱ、なんつだろうな、ま、ちょっと、なんつうんだろう、JMSSEに慣れすぎたってのをちょっと正直あるんですけど。
[00:04:48] 報告者: ちょっとJMSSEとジョブセンターのその、なんつうんだろうな、仕様がこう、なんだろう、いけてない、いけてないじゃない、なんつうんだろうな、こう、痒いところに、痒いとこってか、あの、JMSSEの融通が効いてたところを。
[00:05:06] 辻: うーん。
[00:05:07] 報告者: あの、ジョブセンター全く、なん、切り捨てた感が俺ん中で印象あるんですよ。
[00:05:12] 辻: ああー。
[00:05:13] 報告者: なんで、なん、
[00:05:14] 辻: そうですね。
[00:05:15] 報告者: ちょっとそこら辺がちょっと、うん、いや、いや、なんつうんだろうな、ちょっとやりづらいってのがちょっとあるかなと思うんすよね。
[00:05:22] 報告者: で、あと、ま、大体繰り返して言ってるんですけど、ま、ちょっと辻さんに言ったかどうかわかんないんですけど、ジョブセンター。
[00:05:30] 報告者: っていう。
[00:05:31] 報告者: この辺か。
[00:05:32] 報告者: あの、1月以降ですね。あの、ま、僕ら、僕らってか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:42] 報告者: うーん、ちょっとな、ってこう、うーん、ちょっと悩ましいなと思ってます。あの、
[00:05:51] 報告者: うん、悩ましいなと思ってます。もう悩ましいしか言えねえっす。っていう感じ。
[00:05:55] 報告者: あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談ってわけじゃないんですけど。
[00:06:02] 報告者: あの、なんだろうな。
[00:06:05] 報告者: ま、いっか。これ心にゆとりなんて、ちょっとやっぱ、ちょっとしくってんですよやっぱ俺。
[00:06:10] 報告者: ま、悩ましいよな。ま、いいんだろうけどな、既存の。
[00:06:14] 報告者: やっぱこ、なんだろうな、こう、こういう風にやっぱりなんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかよくわかんないんだよ。
[00:06:24] 辻: ああー。
[00:06:25] 報告者: ちょっと、なん、で、ちょっとそこら辺いやらしいなっていうのがちょっとあるんですけど、まあいいか。やむなしだろうな。
[00:06:32] 報告者: だ、どちらかというこっちの方が分かりやすいんすよ。何がって。こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだ。
[00:06:38] 辻: うん。
[00:06:40] 報告者: 調べなきゃいけないっていうちょっとめんどくささがあるんだけど、まあいっか。もういっか。
[00:06:44] 辻: パッと見分かんないですね。
[00:06:46] 報告者: 分かんないですね。
[00:06:47] 報告者: ちょっとしくったな、もう後悔。やっ、やってみて分かるっていう。
[00:06:52] 報告者: ま、ここもちょっとあれだな。超心にゆとりがあったらちょっと直すかあって話して、今は超、超心にゆとりが全くないの。
[00:07:02] 辻: ですね。
[00:07:11] 報告者: はい。一応あとこれか。ま、ちょっと共有しとくと、こういう形で、あの、えっと、その何の処理でエラーが出たかってたまに書いてる処理があったりするんですけど。
[00:07:20] 報告者: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じです。これ、これ。
[00:07:26] 辻: ああー、はいはいはい。
[00:07:28] 報告者: そうなんすよ。
[00:07:30] 報告者: だから、ちょっとそういうのがちょっと流動症であるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:36] 報告者: なんかあれっすよね。ヘルパーで、ヘルパーてか、Excelのヘルパーでなんか管理してるとこやるとやっぱボックス単位で1位になってる方が分かりやすいんですよねこれね。何の処理のあれだろうっていうのがあったりするんで。
[00:07:49] 報告者: ま、そういうのもちょっと悩ましいなと思いながら、てはいるんですけど、ま、多分この異常メールとかメール送信っていうのが多分数歩あるんで、多分辻さんが苦労したやつだと思うんですけど。
[00:07:58] 辻: はいはい。
[00:08:00] 報告者: ま、ちょっとしょうがない。あとこれ、あ、そっか、言っとくとこれ、名前の長さもあったりするんすよ。
[00:08:04] 辻: あ、そうなんすか。
[00:08:06] 報告者: そうなんすよ。で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技ってか、あの、心の名前の長さいがいに、なんか処理として登録する時の名前の長さがね上限があるらしくて。
[00:08:18] 辻: ああー。
[00:08:19] 報告者: ちょっとよくわかんないですけどね。だから下手に長いのにやると、長くて、こう、なんていうか、深い処理。
[00:08:26] 報告者: どんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 辻: なるほど。
[00:08:33] 報告者: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょっといやらしいんすよね。
[00:08:38] 報告者: だから内部的に多分持ってんだと思うんですけど、その、その多分上から多分足してくんですよね。この。
[00:08:45] 報告者: トントンピピピって。足した時に多分桁数超えるんで、キャップはですみたいな感じなんだと思うんですけど。
[00:08:53] 報告者: ま、そういうのもちょっと前ちょっと課題として上がってて多分、あの、なんだっけ？
[00:08:59] 報告者: バックログ時にも書いた記憶はあるんですけどね。ま、そういう状況でございます。
[00:09:04] 報告者: ま、ちょっと余談でしたという感じですね。はい。
[00:09:07] 報告者: 終わりました。じゃあちょっと申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いいたします。
[00:09:13] 報告者: で、俺も粛々とあの、テスト設計頑張りますっていう感じなので。
[00:09:17] 報告者: はい。
[00:09:18] 報告者: はい。じゃあちょっと早いっすけど以上で終わろうかと思いますので。はい。じゃ、すいません引き続きよろしくお願いいたします。
[00:09:24] 報告者: じゃ、お疲れ様でした。
[00:09:25] 辻: ありがとうございました。
[00:09:27] 報告者: ありがとうございます。失礼します。
[00:09:28] 辻: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:14:47
