文字起こし結果

ファイル名: 20251014103118_20251014_171627.mp3
[00:02:14] 辻: で、えっとー、新テス、えっと、ごめんなさい。えっと、本番環境で動かす画面っていうのは、あのグレーですよね。確認なんですけど。
[00:02:24] 辻: グレー画面。
[00:02:25] A: えっと、画面の話、あー、えっと、はい、グレーで合ってます。あのー。
[00:02:33] A: テストコードじゃねえや。
[00:02:35] A: えっとー。
[00:02:36] A: 新、えっとね、新。
[00:02:40] A: 新AWSTって言ってるやつですね。こいつっすね。これ。
[00:02:46] A: あの、多分今日、も、今日、明日までだと思います、でもこれ。変わる予定です。
[00:02:50] 辻: あ、そうなんですね。
[00:02:51] A: あの、HTTPSが、あの、付いてないのこいつ。
[00:02:54] 辻: あ、はい。
[00:02:55] A: なんでHTTPS付くやつに、えっと、これとあとステージングっすね。
[00:03:00] 辻: 紫。
[00:03:01] 辻: 7先ですね。
[00:03:02] A: これっすね。これをやっていただく。で、確か辻さんのアカウント、登録しといたと思うんすけど、両方とも。
[00:03:10] 辻: 確か、うん、あの、確認して、はい、入れて、画面の表示までいけたはずですね。
[00:03:19] A: そうっすね。
[00:03:20] A: えっと0、あれっすね、ITじゃねえ、ST0。
[00:03:25] 辻: えーっと、覚えてない。
[00:03:27] A: ま、いっか。ま、いっか。ま、ちょっと、入れなかったら言ってください。ちょっと、あの、登録したきままでいます。
[00:03:36] 辻: で、えっと、あの、データの同期を取らないといけないっていうのは、その画面上の入力の項目についての話っていいんですかね？
[00:03:45] A: あ、そうそうそうそう。
[00:03:46] A: メイリジュです。あのー、ほかでもちょっとこ、ここテストしてるんで、あのー、ちょっと同じようなデータ打っとかないと、あのー、あれなんか違うぞって話になっちゃうんで。
[00:03:57] A: 登録してもらう形で考えてますと。はい。
[00:03:59] 辻: テストの、えっと、メインで行おうとしている、あの、本番でのバッチ処理、あの、ジョブの稼働については、えっと、本番だけで動かせばいいいうことですね？
[00:04:12] A: あ、そうそうそうそう。
[00:04:13] A: 本番だけでどんどん動かしてくだ、あのー、なんだか、ね、えっと、はい、あの、登録してその、動き、ごめんなさいね。動かしっぱなしにしといて、なんか問題が出ないかっていうのを確、確認する形ですね。はい。
[00:04:27] 辻: わかりました。じゃあ、えっと、ちょっと確認は以上なんですけど。
[00:04:31] 辻: えっと、もう一点、あの、先週対応した、あの、その、ジョブのチェックを外す。
[00:04:39] A: はい。
[00:04:40] 辻: 作業の時に、あの、ジョブネットワークにぶら下がっているユーザジョブのチェックのところを削除しようとしたんですけども。
[00:04:50] A: はい。
[00:04:51] 辻: あの、Excel、ヘルパーのExcel上、そこの部分だけ削除っていうのができなくって。
[00:04:59] 辻: えっとー、Excelヘルパーの中で。
[00:05:03] A: えっと、あ、ごめんなさい。えっと。
[00:05:06] A: ちょっと、ど、どういうことだ？
[00:05:09] 辻: えっと、Excel、え、え、え、えっと。
[00:05:12] 辻: ヘルパーのExcelをひらいて。
[00:05:16] A: う、立ち上げますよね。
[00:05:17] 辻: はい。
[00:05:22] A: これ、これあれっすね。あの、辻さんからもらったやつです。
[00:05:28] A: こいつで、なんだっけ、チェック。
[00:05:38] A: ちょっと待ってね。チェック。
[00:05:52] A: なんかあれっすよね。ちょっと、全然話変わるんすけど。
[00:05:55] 辻: はい。
[00:05:59] A: 確か、このチェック処理って、あの、処理名が、あの、なんか、JMSの、内容をパクったんですけど。
[00:06:09] A: あのー。
[00:06:11] A: なんすかね。
[00:06:12] A: ちょっと、なんかもうちょい分かりやすい名前にしときゃよかったなっていうのはちょっと反省しております。
[00:06:18] A: 分かりづらいなと思って。
[00:06:21] A: これっすよね。データチェック、これとか名前っすね。これ。
[00:06:24] 辻: そうですね。何、何チェックとか。
[00:06:27] 辻: で、いらないユーザジョブとかっすよね。とこを削除しようと思ったんですけど。
[00:06:33] 辻: そこをどうやって削除したらいいのか分からなくって。
[00:06:38] 辻: で。
[00:06:39] A: ああ、そういうこと。
[00:06:39] 辻: 上の方の部品コントロールからジョブネットワークごとは削除できるんです。あの、上からF。
[00:06:46] A: できますね。うん。はい。
[00:06:48] 辻: でも、ユーザジョブ、その。
[00:06:49] A: あ、こいつっすよね。これか。
[00:06:51] 辻: その、大きいボタンのところですね。
[00:06:53] A: はい。
[00:06:54] 辻: で、その一番下のF11でジョブネットワークの削除はできるんですけど、それにぶら下がっている個別にユーザジョブだけ。
[00:07:02] 辻: ここからここまで削除っていうのが、と、できなくって。
[00:07:08] 辻: で、えっと、最終的にやったのは、あの、本番のジョブセンターサーバーの実際のものを、えっと、加工して削除して、それをエクスポートして。
[00:07:20] 辻: これジョブネットワークをExcel上から全部削除してインポートし直して。
[00:07:26] 辻: 形になっ、やったんです。
[00:07:29] A: なるほどね。
[00:07:31] 辻: そうすると、まあ、IDが一番マックスから採番され直した状態なんで、一番下に、え、出てきてしまったんですけど。
[00:07:43] 辻: こ、れって、えっと、本当の正しいというか、ユーザジョブだけ削除っていうのをやるのはどういう方法でやるのが本当は正しかったのかなとちょっと、あ、事後に。
[00:07:56] A: あれ、ごめんなさい。
[00:07:57] A: 普通に消せませんでした？多分。
[00:08:00] 辻: あ、いけるんですかね。なんか。
[00:08:02] A: これ、これこれあるじゃないですか。仮にこのインブ消そうと思ったら、こう、こう、多分こうっすよね。
[00:08:10] 辻: ああ。
[00:08:14] 辻: それで右クリックとかね。
[00:08:17] A: いや、これ右クリックできねえっすね。
[00:08:21] 辻: あ、一括で消してしまう。
[00:08:24] A: あ、そうそうそう。一括消去っすね。
[00:08:26] 辻: ああ、そういうことか。ああ、なるほど。
[00:08:29] A: これ、これこれで、で、これこれで、ここからペッて、あれ、間違えた。
[00:08:34] A: ちょっと待ってね。こっから、ここまでじゃないですか。
[00:08:38] 辻: はい。
[00:08:39] A: で、こいつペッてあるじゃないですか。ゴトゴト。で、飛んだ時に。
[00:08:43] 辻: あ、はい。
[00:08:44] A: これ分岐のIDがあるんで、多分分岐4にしとかないと多分辻さん動かないはずなんすよ。これでチェックってやると、その、合ってるか合ってないかを見てくれるはずなんすよね。
[00:08:54] A: で、ダメなら怒られます。
[00:08:56] 辻: ああ。
[00:08:58] 辻: あ、そう。
[00:08:59] A: で、これでOKだったんで、こういう風にしないとダメなんすよ。仮にこれ5のままだと。
[00:09:03] A: 仮にね、これペッてあるじゃないですか。多分そん、そんな倍もねえぞって、もしか飛んでるよって怒られると思うんすよね。
[00:09:12] A: 言わないっすね。
[00:09:14] 辻: お、いける。
[00:09:16] A: いけるんだな。これ、いけんの？本当にいけんのか？
[00:09:19] A: ま、こんな感じで、あの、いいっすよね。で、ここら辺の番号とかを振り直しちゃうと、ここら辺の多分先行のやつとか変えなきゃいけないっすね。で、こいつは。
[00:09:28] A: えっと、並列のやつなんで、あの、こういうチェックでいいんすけど、その並列じゃないやつはもうちょっと考えないと、あのー、ダメっすね。
[00:09:39] A: なんで、やり方がちょっと、な、なんすかね、ちょっと仕様を理解してかないと多分できない、できないっていうか、俺もちょっと細かく。
[00:09:46] A: マニュアル見てないんでなんとも言えないんすけど。これこういう状態じゃないですか。で、今更新したんで、飛ぶと思うんすよね。飛ぶっていうか、なくなってると思うんすよ。
[00:09:55] 辻: ああ、上に上がった感じになるんですね。
[00:09:58] A: で、これ5な、5なんで、これ一個上にこれ来のこっから来てるじゃないですか。で。
[00:10:04] A: これもちょっとめんどくせえんだよな、この、移動がな。
[00:10:09] A: で、これをちゃんと4になってもあれだな。となると、これ分岐んとこに5ってのがどっか、あ、ここに5入りましたね。分岐5なんで4にして。
[00:10:17] 辻: はいはい。
[00:10:22] A: やると、またいかないといけないか。
[00:10:28] A: よいしょ。ちょっとこれ俺も、こう。
[00:10:31] A: 全、全検索、ブックで検索してシート名で飛ぶっていうので僕は飛んでます。これが一番行きやすいって。
[00:10:41] 辻: ああ。
[00:10:42] A: こんな感じでいくと4つになるんで、多分こういう風にしないと多分ダメなんだと思うんすよね。
[00:10:47] 辻: そういうことか。あの、行削除しようとしてて、削除ができないなと思って。
[00:10:53] 辻: 困ってたんですが、そう、あ、値をそのまま上に上げる感じでいけば。
[00:10:58] A: あ、そうそうそうそう。飛ばしちゃえばOKです。そうすれば番号とかも、あの、ちゃんとOKなんで、大丈夫っす。
[00:11:04] A: で、ちょっと気をつけなきゃいけないのが、さっきも言ったように、ここら辺の文、こいつって分岐のポイントなんで、こいつがポイントになるんすよ。1、2、3、7、7、5って。で、こいつとかなくしちゃうと。
[00:11:14] A: なくすというか、ちょっと変えたりすると、ま、変えたりってか、なんだろうな。追加とかする時は、新たにこの番号が振られてるはずなんで、この分岐の番号が。それに合う形で、その。
[00:11:24] A: 上位の設定、上位ってか、あの、前のやつ、項目あるじゃないですか。ここの先行部品。
[00:11:32] 辻: はい。
[00:11:33] A: ここ多分同期取らなきゃいけないんで、ここがちょっとややこしいっていうか面倒くさいんすよ。
[00:11:39] A: 合わせとかないといけないんで。
[00:11:40] 辻: ああ、なるほど。はい。
[00:11:43] 辻: 分かりました。
[00:11:43] A: 137じゃないですか。137ってのはこの。
[00:11:49] A: PA、PRBってさっきの、あの分岐のところになってるはずなんで。
[00:11:55] A: そういう風にしないといけないんで、ちょっとややこしい感じです。
[00:11:58] A: ま、ちょっとそこら辺、あと、ヘルプっすね。見てもらうと分かるんですけど、ちょっと俺もそこまでごめんなさいね、あの、読み込んでないんすよ、マニュアル。
[00:12:10] 辻: あ、はい。
[00:12:16] A: ここら辺っすね。多分このディファインヘルパーってやつなんだと思うんすけど。
[00:12:24] A: ここら辺でやる感じってか。
[00:12:27] A: あ、あと、あそこ、もう一つ言っとくと、あのー。
[00:12:35] A: ま、ここら辺で書いてあるところが多分ポイントなんで、あとこいつっすね。このテキスト定義機能ってやつが。
[00:12:43] 辻: はい。
[00:12:46] A: こいつが、あの、実際のフォーマットみたいな感じなんすよね。
[00:12:54] A: ま、これでファイル形式なんでちょっと微妙かな。ちょっと基礎、基礎とかも書いてあんな。
[00:13:04] A: うん、ちょっとごめんなさい。何が言いたかったかと、こいつ、こいつが大元のはずなんで、あの、仕様の。
[00:13:10] 辻: あー、はい。
[00:13:11] A: で、こいつである程度理解して、で、こい、こっちの後の棒が、これヘルパーの棒は、あの、Excelの方なんで、あの、さっき言ったこのテキストの仕様に従ってこのヘルパーの仕様を作ってるはずなんで。
[00:13:25] A: あの、テキストの方が分かれば多分ヘルパーの方も分かんじゃねえかなっていうのでちょっと話してたんですけど。
[00:13:32] A: いや、でもめんどくさいと思いますね。
[00:13:34] 辻: はい。
[00:13:37] A: 超めんどくさいと思います、このツール。
[00:13:40] 辻: はい。
[00:13:41] A: ま、ちょっと、なんとも言えないっすよね、キーとかですね。
[00:13:45] 辻: はい、はい。
[00:13:46] A: すいません。ちょっと、あの、繰り返しになるんですけど、僕もそこまでこう。
[00:13:49] 辻: はい。
[00:13:50] A: えっと、読み込んでないののと、あと、ある程度こう、あ、あとあれだ、ごめんなさい。もう一つポイントが、僕がやってた時ポイントが、ここにコメントが書いてあったりするんすよ。
[00:14:02] 辻: ああ、そうですね。はい。
[00:14:04] A: これとかたまに参考にしてます。
[00:14:06] 辻: ああ。
[00:14:08] A: たまにこう、なんだろうな、これ、これ見づらいんだけど。
[00:14:11] A: このロックが買ったりいんすよね、マジで。
[00:14:16] A: ここに何か先行部品してしまっせんとか。
[00:14:19] 辻: ああ。
[00:14:20] A: ああ、なるほど。ジョブネットワークは、あ、そうか、ジョブネットワークは呼び出し元とか先行部品とかねえぞっつね。ま、そりゃそうだよね、と。
[00:14:28] A: うん。
[00:14:29] A: ま、そんな感じで、見てたりしますね。
[00:14:32] 辻: 分かりました。はい、ありがとうございます。
[00:14:35] A: ちょっと参考にしていただけると、いいかなと。
[00:14:38] 辻: はい。
[00:14:39] 辻: えっと、以上です。はい。
[00:14:41] A: はい。
[00:14:42] A: 分かりました。ありがとうございます。
[00:14:43] A: じゃ、ちょっと引き続きちょっとテストの程ちょっとお願いしますって話と、ちょっと僕の方もちょっと設計書の方が。
[00:14:49] 辻: はい。
[00:14:50] A: 今絶賛作ってる。で、大体、大体あと、あとは、確か、あの、アフター絡み、アフターってEC絡みだけ飲んだ気がすんだよな。
[00:15:00] A: あと、SFTP絡むところ以外。
[00:15:05] A: で、ちょっと今週中に片付けたいなと思ってはいるんですけど、じゃねえや。
[00:15:09] A: これか。
[00:15:21] A: そうね、ここら辺が、あと。
[00:15:25] A: お聞かん、もうちょっと、やっつけ仕事、あの、金曜日にやったん、やつけたのと。
[00:15:30] 辻: はい。
[00:15:31] A: で、これはちょっとFTP、SFTP絡んでちょっと保留にしてるんですけど、ま、一緒にこっちのECダオスでやろうとはしてますと。はい。
[00:15:39] A: そんな感じですね。はい。
[00:15:41] 辻: はい。
[00:15:43] A: じゃ、ちょっと、ま、申し訳ないですけど、引き続きちょっとよろしくお願いいたします。ちょっとまた何かあったらちょっと追加で言うと思うんす。現時点ではちょっとないんですけど。
[00:15:52] A: ちょっと色々、そうの、リリースに向けてやらなきゃいけないことがちょっとまだストックがあるので。
[00:15:59] A: 多分11月かな、ちょっとやらなきゃいけない感じでございます。はい。
[00:16:03] 辻: はい。
[00:16:05] A: じゃあ、すいません。以上で終わろうかと、ま、じゃあ引き続きよろしくお願いいたします。じゃあ。
[00:16:09] 辻: 失礼します。
[00:16:10] A: ありがとうございました。お疲れ様です。失礼します。
[00:16:12] 辻: 失礼します。
[00:16:14] [会議終了音]
[00:16:17] [会議終了音]

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-14 17:19:09
