文字起こし結果

ファイル名: 20251015103137_20251016_090247.mp3
[00:02:39] 辻: はい。あの、今日あの、エラーをポンポンと発生させて、まあ、メー、メールが届いてるかと思うんですけど。ここって、えっと、懸命なところデブがついてるのはもうオッケーっていうのがなんかどっかでやり取りがあったんですかね？
[00:02:51] 話者A: もういいっす、もういいっす。もう、もういいっす。あの、あの、いいっす、いいっす。あの、取っ払おうかと思ったんですけど、もうちょっと、あの、今更取っ払うと大惨事なんで、あの。
[00:03:00] 辻: そうそうそうそう。
[00:03:00] 話者A: そう、そう、そう。
[00:03:01] 辻: いろんなところにありそうですね。
[00:03:03] 話者A: はい、そうそうそうそう。ま、最悪、あの、全部一通りテスト終わったら、あの、装置感っていうです、ね、貴重な手を使おうか、っていう、案もあります。あの、ちょ、ちょっと、今さら家ねえなっていう感じでございます。
[00:03:14] 辻: はい、わかりました。じゃ、増幅のところはOKとして、まあ、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 話者A: そうですね。はい。
[00:03:29] 辻: わかりました。
[00:03:30] 話者A: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単に、あの、トリマスの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてたんですけど。あの、簡単でいいんで、ちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所。
[00:03:41] 辻: はい。
[00:03:45] 話者A: え、あとあれかな？代表者名とかがちゃんと変わってればOKなんで、はい。
[00:03:49] 話者A: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知しました。
[00:03:53] 話者A: あ、もう、ほんと、そのレベルでいいです。あの、これ、がっつりやる必要全くないです。あの。
[00:03:58] 話者A: 大丈夫です。その脳率で大丈夫です。
[00:04:00] 話者A: そうそう、言おうとして忘れてました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:02] 辻: そうですね。
[00:04:04] 話者A: そうなんすよ。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:10] 話者A: はい、はい。
[00:04:12] 辻: うん、じゃあ、とりあえずは。
[00:04:15] 話者A: あれっすからね。粛々とやっていただく形で。ちょ俺も粛々とこう。
[00:04:22] 話者A: あの、テスト設計、粛々と作るしかないんで。感じでやってます。
[00:04:23] 辻: うん、今んとこ、こういう別途作業っていうのは発生してないんで、はい。
[00:04:28] 話者A: そうっすね、はい。
[00:04:31] 話者A: そうっすね。
[00:04:33] 話者A: で、ちょ、ちょっと、まあ、並行してその運用設計どうするか、って話もちょっと考えなきゃいけないんですけど。
[00:04:40] 話者A: うーん、ちょ、ちょ、ちょっとね、やっぱ、なんか、じゃ、なんだろうな。ま、ちょ、ちょっと、なんつうんだろうな。JMSSに慣れすぎたっていうのもちょっと正直あるんですけど。
[00:04:48] 辻: うーん。
[00:04:49] 話者A: ちょっとJMSSとジョブセンターのそのなんつうんだろうな、仕様がこうなんだろう。
[00:04:56] 話者A: いけてない、いけてないじゃない、なんつうんだろうな、こう、痒いところに、痒いとこってか、あの、JMSSの融通が効いてたところを。
[00:05:06] 辻: うーん。
[00:05:07] 話者A: あの、ジョブセンター全く切り捨てた感が俺ん中で印象あるんですよ。
[00:05:13] 辻: ああ。そうですね。
[00:05:15] 話者A: ちょっとその辺がちょっと、うん、いや、いや、なんだろうな、ちょっとやりづらいっていうのはちょっとあるかなと思うんすよね。で、あと、まあ、まあ、まあ、大体繰り返しって言ってんすけど、ま、ちょっと辻さんに言ったかどうかわかんないんすけど。ジョブセン。
[00:05:30] 話者A: はい、これですね。
[00:05:32] 話者A: あの、1月以降ですね。あの。ま、僕ら、僕らってか、あの、いじってる人たちはまあまあ、しゃあねえなと思ってやってはいるんですけど。
[00:05:35] 辻: ああ。
[00:05:42] 話者A: うーん、ちょっとなあ、ってこう。
[00:05:45] 話者A: うーん。
[00:05:46] 話者A: ちょっと悩ましいなと思ってます。あの。
[00:05:50] 話者A: 悩ましいなと思ってます。悩ましいしか言えねえっす。ていうところですね。あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談っていうわけじゃないんすけど。
[00:05:55] 話者A: あの、なんだろうな。
[00:06:05] 話者A: まあいいか。これ心のゆとりなんで、ちょっとやっぱ、ちょっとしくってんですよ、やっぱ俺。まあ、悩ましいよな。まあ、いいんだろうけどな、既存の。やっぱ、こう、なんつうだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって。
[00:06:20] 話者A: この貫通名とかにしてると、この処理が何してるかってよくわかんねえ。
[00:06:24] 辻: ああ。
[00:06:25] 話者A: ちょっとね。なんで、ちょっといらしいなっていうのがちょっとあるんですけど、まあいいか、まあ、やめとこうかな。
[00:06:31] 辻: あ。
[00:06:32] 話者A: どちらかってこっちの方が分かりやすいんですよ。何がって。で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだ、って。
[00:06:38] 辻: うん。
[00:06:40] 話者A: 調べなきゃいけないっていう、ちょっとめんどくささがんだけど、まあいいか、と。まあいいか、と。
[00:06:44] 辻: とっさにわからないっすね。
[00:06:46] 話者A: わかんないっす。
[00:06:47] 話者A: ちょっとしくったな。もう、もうというかね。もう、やってみてわかる、っていう。
[00:06:53] 話者A: まあ、ここもちょっとあれだな。超、心にゆとりがあったらちょっと、あの、直すか、って話ですけど、今は超、超心のゆとりが全くないんで。
[00:06:56] 辻: ああ。
[00:07:02] 辻: っすね。
[00:07:11] 話者A: はい。
[00:07:12] 話者A: 一応あとこれか。ちょっと共有しとくと。こういう形で、あの、えっと、その、何の処理でエラーが出たかって、たまに書いてる処理がかったりするんですけど。これちょっとご認識の通り、同じ名前にするとこれ登録できないんで。区別するのにやった感じですね。これ、この感じ。
[00:07:27] 辻: ああ、はい、はい、はい。
[00:07:28] 話者A: そうなんすよ。
[00:07:30] 話者A: なんで、ちょっとそういうのが、ちょっと了見書であるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:36] 話者A: なんか、あれっすよね。ヘルパーで、ヘルパーて、Excelのヘルパーでなんか管理してる所は、やっぱボックス単位で1位になってる方が分かりやすいんですよね、これね。何の処理のあれだろうっていうのがあったりするんで。ま、そこもちょっと悩ましいなと思いながら。
[00:07:51] 話者A: で入るんすけど。ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労したやつだと思うんすけど。
[00:07:59] 辻: はい、はい。
[00:08:00] 話者A: ま、ちょっとしょうがねえな。あとこれも、あ、そっかそっか、言っとくとこれ、ね、名前の長さもあったりするんですよ。
[00:08:04] 辻: ああ、そうなんすね。
[00:08:05] 話者A: あ、そうなんす。で、かつ、そうなんすよ。で、かつ、なんかね、あの、複合技っていうか、あの、心の名前の長、長さ以外に、なんか処理として登録する時の名前の長さの上限があるらしくて。
[00:08:18] 辻: ああ。
[00:08:19] 話者A: ちょっとよくわかんないんすけどね。だから下手に長いのにすると、長くてこう、なんか、深い処理。どんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 辻: なるほど。
[00:08:33] 話者A: そうなんすよ。そういう仕様も入ってるっていうね、こう。
[00:08:36] 話者A: ちょっとね、いらしいんすよね。だから、内部的に多分持ってんだと思うんすけど、その。
[00:08:42] 話者A: その、多分上から多分足していくんでしょうね、この、ドンと、ピピピッって。足した時に多分桁数を超えるんで、あの、キャップはです、みたいな感じなんだと思うんすけど。ま、そういうのもちょっと前ちょっと課題として上がってて、多分、このなんだっけ？バックログの方にも書いた記憶はあるんですけどね。
[00:09:02] 話者A: ま、そういう状況でございます。ま、ちょっと、あの、余談でしたっていう感じですね。はい。
[00:09:07] 辻: わかりました。
[00:09:09] 話者A: じゃ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いしますと。で、俺も粛々とあのテスト設計頑張りますって感じなので。
[00:09:13] 辻: はい。
[00:09:17] 辻: はい。
[00:09:19] 話者A: はい。じゃあ、ちょっと早いっすけど、以上で終わろうかと思いますので。はい。じゃ、すいません、引き続きよろしくお願いいたします。じゃ、お疲れ様でした。
[00:09:25] 辻: ありがとうございました。
[00:09:27] 話者A: はい。
[00:09:27] 辻: ありがとうございます。失礼します。
[00:09:28] 話者A: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 09:03:49
