文字起こし結果

ファイル名: 20251015103137_20251016_110521.mp3
[00:02:04] 担当者: あの、お願いします、って感じ。
[00:02:06] 担当者: あの、めんどくさそうなやつ、ちょっと全部辻さんにお願いする気満々ではないんですけど、あの、ちょっと泣き、泣きが入るかもしれないです。っていう感じでございます。
[00:02:15] 担当者: はい。
[00:02:16] 担当者: そんな感じかな。ちょっと僕から以上でございますね。はい。
[00:02:19] 辻: はい。
[00:02:20] 辻: 辻さんのから何かありますかね？
[00:02:21] 担当者: うん。
[00:02:21] 辻: ですね。ちょっと昨日からあの、本番環境の方での確認はちょっとスタート、ちょっとしてみてたんですけど、あの。
[00:02:29] 担当者: そうそうそうそう。
[00:02:30] 辻: そうですね。あの、トリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは。
[00:02:38] 担当者: これっすね。はい。
[00:02:39] 辻: はい。あの、今日あのエラーをポンポンと発生させて、ま、メールが届いてるかと思うんですけど。ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りが。
[00:02:51] 担当者: もういいです、いいです。
[00:02:51] 辻: 大丈夫ですか？
[00:02:52] 担当者: もう、もういいです。あの、あの、いいです、いいです。あの、取っ払おうかと思ったんですけど、もうちょっと、あの、今更取っ払うと大惨事なんで、あの。
[00:02:59] 辻: ああ、そうですね。
[00:03:00] 担当者: はい。
[00:03:01] 辻: いろんなところにありそうですね。
[00:03:03] 担当者: そうそうそうそう。はい。最悪、あの、全部一通りテスト終わったら、あの、装置感っていうですかね、貴重な手を使おうかなっていうのもあります。あの、ちょ、ちょっと今更家ねえなっていう感じでございます。
[00:03:14] 辻: はい、分かりました。じゃあ、のところをOKとして、まあ、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。
[00:03:28] 担当者: そうですね。はい。
[00:03:29] 辻: わかりました。
[00:03:30] 担当者: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあのトリマスの値がちゃんと変わってるよねっていうのも見といてくださいっていう話をちょっとテスト設計に書いてたんですけど。
[00:03:39] 担当者: あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所、え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで、はい。
[00:03:49] 担当者: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい。承知しました。
[00:03:53] 担当者: ま、もうほんと、そのレベルでいいです。あの、これガッツリやる必要全くないです。あの。
[00:03:58] 担当者: 大丈夫です。その脳理で全然大丈夫です。
[00:04:00] 担当者: そうそう、言おうと思って忘れちゃいました。ちゃんとメモるって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 担当者: そう。ちょっとね、ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 担当者: はい。
[00:04:12] 辻: うん、というところで。
[00:04:12] 担当者: じゃあ、とりあえずは。
[00:04:14] 担当者: あれっすからね。粛々とやっていただく形で。俺も粛々とこう、あの、テスト設計粛々とつくるしかないんで。
[00:04:23] 担当者: 感じでやってます。
[00:04:24] 辻: うん、今んとこ、運用別途作業っていうのは発生してないんで、はい。
[00:04:28] 担当者: そうですね。はい。
[00:04:30] 辻: はい。
[00:04:31] 担当者: そうですね。
[00:04:33] 担当者: で、ちょ、ちょっと、ま、ま、並行してその運用設計どうするか、って話もちょっと考えなきゃいけないんですけど。
[00:04:40] 担当者: うーん、ちょ、ちょっとね、やっぱ、なんか、なんだろうな、ま、ちょ、ちょっと、なんつうんだろうな、JMSCSに慣れすぎたっていうのちょっと正直あるんですけど。
[00:04:48] 担当者: ちょっとJMSCSとジョブセンターの、そのなんつうんだろうな、仕様がこう、なんだろう、いけてない、いけてないじゃない、なんつうんだろうな、こう、痒いところに、痒いとこってか、あの、JMSCSの融通が効いてたところを。
[00:05:06] 辻: うーん。
[00:05:07] 担当者: あの、ジョブセンター全く切り捨てた感が俺ん中で印象あるんですよ。
[00:05:13] 辻: ああ。なるほど。
[00:05:14] 担当者: なん、そうですね。
[00:05:15] 担当者: ちょ、そこら辺がちょっと、うーん、いや、いや、なんだろうな、ちょっとやりづらいっていうのはちょっとあるかなと思うんすよね。
[00:05:22] 担当者: で、あと、まあ、まあ、大体繰り返して言ってるんですけど、ま、ちょっと辻さんに言ったかどうかわかんないですけど、ジョブセン。
[00:05:30] 担当者: 対 これってか。
[00:05:32] 担当者: あの、1月以降ですね。あの。
[00:05:35] 辻: ああ。
[00:05:36] 担当者: ま、僕ら、僕らっていうか、あの、いじってる人たちは、ま、ま、しょうがねえなと思ってやってはいいるんですけど。
[00:05:42] 担当者: うーん、ちょっと、なってこう、ちょっと悩ましいなと思ってます。あの。
[00:05:51] 担当者: 悩ましいなと思ってます。悩ましいしか言えねえっす、ってことですね。
[00:05:55] 担当者: あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談っていうわけじゃないんですけど。
[00:06:02] 担当者: あの、なんだろうな。
[00:06:05] 担当者: まあいいか。心にゆとりなんて、ちょっと、やっぱ、ちょっとシクってるんすよ、やっぱ俺。
[00:06:10] 担当者: ま、悩ましいよな、ま、いいんだろうけどな、既存の。やっぱ、こう、なんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって。
[00:06:20] 担当者: この貫通名とかにしてると、この処理が何してるかよくわかんねえ。
[00:06:24] 辻: ああ。
[00:06:25] 担当者: ちょっと、なんで、ちょっと、そこらへんいやらしいなっていうのはちょっとあるんですけど、まあいいか、もうやめなしだろうな。
[00:06:32] 担当者: どちらかというこっちの方が分かりやすいんですよ、何があって。で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだ。
[00:06:39] 辻: うん。
[00:06:40] 担当者: 調べなきゃいけないっていうちょっと、めんどくささがなるけど、まあいいか、もういいか。
[00:06:44] 辻: パッと見わかんないっすね。
[00:06:46] 担当者: わかんないっすね。
[00:06:47] 担当者: ちょ、シクったな、もう、もうきつくね。もうやってみて分かるっていう。
[00:06:53] 担当者: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと直すかあって話をしてんですけど、今は超、超心にゆとりが全くないのと。
[00:07:02] 辻: ですね。
[00:07:11] 担当者: はい。
[00:07:12] 担当者: 一応あとこれか。ま、ちょっと共有しとくと、こういう形で、あの、えっと、その何の処理でエラーが出たかって、たまに書いてる処理があったりするんですけど。
[00:07:20] 担当者: これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じですね。これ感じ。
[00:07:27] 辻: ああ、はいはいはいはい。
[00:07:28] 担当者: そうなんすよ。
[00:07:30] 担当者: なんて、ちょっとそういうのが、ちょっと量視点であるのと、ま、それもちょっと、て、ま、ま、なんだろうな。
[00:07:37] 担当者: なんかあれですよね。ヘルパーで、ヘルパーっていうか、Excelのヘルパーで、なんか管理してるところってやっぱボックス単位で1位になってる方が分かりやすいんですよね、これね。何の処理のあれだろうっていうのがあったりするんで。
[00:07:49] 担当者: ま、それもちょ、悩ましいなと思いながら。
[00:07:52] 担当者: ではいるんですけど。ま、多分この異常メーとか、メール送信っていうのが多分腐るほどあるんで、多分辻さんが苦労してるとは思うんですけど。
[00:07:59] 辻: はいはい。
[00:08:00] 担当者: ま、ちょ、しょうがねえな。あとこれも、あ、そっか、言っとくと、これ、名前の長さもあったりするんですよ。
[00:08:05] 辻: あ、そうなんですね。
[00:08:06] 担当者: で、かつ、そうなんすよ。で、かつなんかね、あの、複合技ってか、あの、個々の名前の長長さ以外に、なんか処理として登録する時の名前の長さがね、上限があるらしくって。
[00:08:18] 辻: ああ。
[00:08:19] 担当者: ちょっとよくわかんないんですけどね。だから下手に長いのにすると、長くてこう、なんだか、深い処理。や、どんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 辻: なるほど。
[00:08:33] 担当者: そうなんすよ。そういう仕様も入ってるっていう、こう、ちょ、ちょっといやらしいんすよね。だから、内部的に多分持ってんだと思うんですけど、その。
[00:08:43] 担当者: その多分上から多分足してくんでしょうね、このトントンピピピって。足した時に多分桁数超えるんで、あの、キャパオーバーです、みたいな感じなんだと思うんですけど。
[00:08:53] 担当者: ま、そういうのもちょっと前ちょっと課題として上がってて多分、この、なんだっけ、バックログ上にも書いた記憶はあるんですけどね。
[00:09:02] 担当者: ま、そういう状況でございます。ま、ちょっと、よ、余談でしたという感じですね。はい。
[00:09:07] 担当者: 終わりました。じゃ、ちょっと申し訳ないですけど辻さん、とりあえずは粛々とテストをよろしくお願いいたします。で、俺も粛々とあの、テスト設計頑張りますっていう感じなので。
[00:09:17] 担当者: はい。
[00:09:18] 担当者: はい。
[00:09:19] 担当者: じゃあ、ちょっと早いですけど、以上で終わろうかと思いますので、はい。じゃあ、すいません、引き続きよろしくお願いいたします。じゃ、お疲れ様でした。
[00:09:26] 辻: ありがとうございました。
[00:09:27] 担当者: ありがとうございます。失礼します。
[00:09:28] 辻: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 11:06:37
生成システム: Meeting Minutes BYC v1.0.0
