文字起こし結果

ファイル名: 20251014103118_20251014_155931.mp3
[11:54:70] 話者A: そういう風にしないといけないんで、ちょっとややこしい感じです。ま、ちょっとそこら辺、ヘルプですね、見てもらうと分かるんすけど、ちょっと俺もそこまでごめんなさいね、あの、読み込んでないんすよ。マニュアル。
[12:09:80] 話者A: こいつ。
[12:10:60] 話者B: あ、はい。
[12:16:30] 話者A: ここら辺っすね。多分このディファインヘルパーってやつになるんだと思うんすけど。
[12:24:20] 話者A: ここら辺でやる感じってか。あ、あと、あそこもう一つ言っとくと、あの、
[12:35:40] 話者A: こ、ここら辺で書いてあるところだとポイントなんだと、あとこいつっすね。このテキスト定義機能ってやつが。
[12:43:80] 話者B: はい。
[12:46:10] 話者A: こいつが、あの、実際のフォーマットみたいな感じなんすよね。
[12:54:40] 話者A: ま、これファイル形式なんでちょっと微妙かな。ちょっと、きそって、きそとかも書いてあるな。
[13:04:80] 話者A: うん。ちょっと、これ、何が言いたかったかっていうと、こいつ、こいつが大元のはずなんで、あの、仕様の。で、こいつである程度理解して、で、こい、こっちの後の棒、これヘルパーの、方は、あの、Excelの方なんで、あの、さっき言ったこのテキストの仕様に従ってこのヘルパーの仕様を作ってるはずなんで、あの、テキストの方が分かれば、多分ヘルパーの方も分かんじゃねえかなって、いうのでちょっと話してたんですけど、いや、でもめんどくさいとは思いますね。
[13:35:40] 話者B: はい。
[13:37:30] 話者A: 超めんどくさいとは思いますこの、あの、ツール。
[13:40:70] 話者B: はい。
[13:41:40] 話者A: ま、ちょっと、なんとも言えないっすよね。ってところっすね。
[13:45:60] 話者B: はい。
[13:46:40] 話者A: すいません。ちょっと、あの、繰り返しになるんですけど、僕もそこまでこう、えっと、読み込んでないのと、あと、ある程度こう、あ、あとあれだ。ごめんなさい。
[13:57:30] 話者A: もう一つポイントが、これでやってた時ポイントが、ここにコメントが書いてあったりするんすよ。
[14:02:40] 話者B: ああ、ありますね。はい。
[14:04:40] 話者A: これとかたまに参考にしてます。
[14:06:50] 話者B: ああ。
[14:08:40] 話者A: たまにこう、なんだろうな、この、これ見づらいんだけど。
[14:12:40] 話者A: このロックがかったりするんすよね、マジで。
[14:16:80] 話者A: これになんか、先行分指定しませ、あ、そうか、ジョブネットワークは、あ、そっか、ジョブネットワークは呼び出し元とか先行分とかねえぞっつってね。ま、そりゃそうだよねと。
[14:28:90] 話者A: うん。ま、そんな感じで。
[14:31:30] 話者A: 見てたりしますね。
[14:32:80] 話者B: 分かりました。はい、ありがとうございます。
[14:35:10] 話者A: ちょっと参考にしていただけると、いいかなと。
[14:38:60] 話者B: はい。
[14:39:60] 話者B: えっと、以上です。はい。
[14:41:60] 話者A: はい。分かりました。ありがとうございます。
[14:43:80] 話者A: じゃ、ちょっと引き続きちょっとテストの方ちょっとお願いしますって話と、ちょっと僕の方もちょっと、設計書の方が、今絶賛作ってる。で、大体、大体あと、あとは、確かあの、アフター絡み、アフターてかEC絡みだけになった気がすんだよな。あとSFTP絡むところ以外。
[15:05:50] 話者A: で、ちょっと今週中に片付けたいなと思ってはいるんですけど。
[15:09:50] 話者A: じゃねえや。
[15:13:30] 話者A: これか。
[15:21:80] 話者A: ですね。ここら辺が。
[15:26:10] 話者A: 大きい、か、もうちょっとやっつけ仕事、あの、金曜日にやったん、やっつけたのと。
[15:31:60] 話者A: ただ、これ、これちょっとFTP、SFTP絡むんでちょっと保留にしてるんですけど、ま、一緒にこっちのEC合わせている予定ではいます。はい。
[15:39:60] 話者A: そんな感じですね。はい。
[15:42:00] 話者B: はい。
[15:43:40] 話者A: じゃ、ちょっと、ま、申し訳ないですけど、引き続きちょっとよろしくお願いいたします。ちょっとまた何かあったらちょっと追加で言うと思うんすけど、現状時点ではちょっとないんですけど、ちょっと色々しそのリリースに向けてやんなきゃいけないことがちょっとまだストックがあるので、多分11月かな。ちょっとやんなきゃいけない感じでございます。はい。
[16:04:70] 話者A: じゃ、すいません。以上で終わろうかと思い、じゃ、引き続きよろしくお願いいたします。じゃ、ありがとうございました。お疲れ様です。消します。
[16:13:00] 話者B: します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-14 16:01:15
