文字起こし結果

ファイル名: 20251015103137_20251016_083503.mp3
[00:02:20] 辻: 辻さんの方から何かありますか？
[00:02:21] 説明者: そうだそうだ。
[00:02:21] 説明者: ええ、そうですね。ちょっと昨日からあの、本番環境のの方での確認をちょっとスタート、ちょっとしてみてたんですけど。あの、
[00:02:29] 説明者: そうだそうだ。
[00:02:31] 説明者: そうですね、あのトリマスのコピーのところから、ま、ちょっと簡単なところからと思って、えっと、やってて、えっと、とりあえずは
[00:02:38] 辻: これですね。はい。
[00:02:39] 説明者: はい、あの、今日あのエラーをポンポンと発生させて、ま、メール、メールが届いてるかと思うんですけど、ここって、えっと、件名のところデブがついてるのはもうOKっていうのがなんかどっかでやり取りがあったような。
[00:02:51] 辻: もういいです、いいです。
[00:02:51] 説明者: 大丈夫です。もう、もういいです。あの、あの、いいです、いいです。あの取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの、このままいこうかなと。
[00:03:00] 辻: はい。そうですね。いろんなところにありそうですね。
[00:03:03] 説明者: そうそうそうそう。最悪、あの全部テストだったら、あのソチカンっていうですね、貴重な手を使おうかなっていう、案もあ、あります。あの、ちょ、ちょっと今さら言えねえなっていう感じでございます。
[00:03:14] 辻: はい、わかりました。
[00:03:14] 説明者: はい、いいです。このデブのところOKとして、ま、もうまもなく、えっと、とりあえずは終わりそうなので、えっと、続けて、まあ、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところからいこうかなと。はい。
[00:03:28] 辻: そうですね。はい。
[00:03:29] 説明者: わかりました。
[00:03:30] 説明者: あ、で、そうそう。これ聞こうと思ったんですけど、あの、簡単にあのトリマスの値がちゃんと変わってるよねってのを見といてくださいって話もちょっとテスト設計に書いてたんですけど。あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。あの、名前とか、名前、住所。
[00:03:45] 説明者: え、あとあれかな、代表者名とかがちゃんと変わってればOKなんで。はい。
[00:03:49] 説明者: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 辻: はい、承知いたしました。
[00:03:53] 説明者: もう本当そのレベルでいいです。あの、これガッツリやる必要全くないです。あの。
[00:03:58] 説明者: 大丈夫です。そののりで全全然大丈夫です。そうそう言おうと思って忘れました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 説明者: そうなんすよ。ちょっとね。ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 説明者: はい。
[00:04:12] 説明者: じゃあ、とりあえずは
[00:04:15] 説明者: あれっすからね。粛々とやっていただく形で、ちょ、俺も粛々とこう。あのテスト設計粛々とつくるしかない。感じでやってます。
[00:04:24] 辻: うん、今んとこ、運用別途作業っていうのは発生してないんで、はい。
[00:04:28] 説明者: そうですね。はい。
[00:04:30] 説明者: そうですね。
[00:04:33] 説明者: で、ちょ、ちょっと、まあ、まあ、並行してその運用設計どうするかという話もちょっと考えなきゃいけないんですけど。
[00:04:40] 説明者: うーん、ちょ、ちょっとね、やっぱなんか、なんだろうな。ちょ、ちょ、ま、ちょっと、なんつうんだろう、JMSになれすぎたってのをちょっと正直あるんですけど。
[00:04:48] 説明者: ちょっとJMSとジョブセンターのそのなんつうんだろうな、仕様がこう、なんだろう、いけてない、いけてないじゃないですか。なんつうんだろうな、こう、痒いところに、痒いっていうか、あの、JMSの融通が効いてたところを。
[00:05:06] 辻: うーん。
[00:05:07] 説明者: あの、ジョブセンター全く、切り捨ててきた感が俺ん中に印象あるんすよ。
[00:05:12] 辻: ああ。
[00:05:14] 辻: うん、そうですね。
[00:05:15] 説明者: ちょ、そこらへんがちょっと、うーん、いや、いや、なんだろうな、ちょっとやりづらいってのはちょっとあるかなと思うんすよね。で、あと、ま、大体繰り返しって言ってるんですけど、ま、ちょっと辻さんに言ったかどうか分かんないんですけど。ジョブセン、壊れてっかなって。あの、1月以降ですね。あの、ま、僕ら、僕らっていうか、あのいじってる人たちは、まあ、まあ、しょうがねえなと思ってやってはいるんですけど。
[00:05:42] 説明者: うーん、ちょっとなあ、って、こう、うーん、ちょっと悩ましいなと思ってます。あの。
[00:05:50] 説明者: 悩ましいなと思ってます。もう悩ましいしか言えねえなと。てことで。あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談ってわけじゃないんですけど。
[00:06:02] 説明者: あの、なんだろうな。ま、いいか。心にゆとりなんて、ちょっとやっぱ、ちょっとしくってんすよ、やっぱ俺。ま、悩ましいような、ま、いいんだろうけどな、既存のやっぱこう、なんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって、この貫通名とかにしてると、この処理が何してるかてよくわかんねんだ。
[00:06:24] 辻: ああ。
[00:06:25] 説明者: ちょっと、なんで、ちょっとそこら辺いやらしいなってのちょっとあるんですけど、まあいいか、やむなしだろうな。どちらかというとこっちの方が分かりやすいんすよ。何がって。で、こっちにしちゃうと、うん、あ、これも分かりやすいんだけど、これなんだと。
[00:06:38] 辻: うん。
[00:06:40] 説明者: 調べなきゃいけないっていう、ちょっとめんどくささがあったけど、まあいいかと。もういいかと。
[00:06:44] 辻: パッと見わかんないですね。
[00:06:46] 説明者: わかんないです。
[00:06:48] 説明者: ちょっとしくったなと、もう。やってみて分かるっていう。
[00:06:53] 説明者: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっと、あの、直すかって話だったんですけど、今は超、超心にゆとりが全くないのと。
[00:07:02] 辻: ですね。
[00:07:11] 説明者: はい。
[00:07:12] 説明者: 一応あとこれか。ちょっと共有しとくと、こういう形で、あの。
[00:07:17] 説明者: えっ、その何の処理でエラーが出たかって、たまに書いてる処理があったりするんですけど、これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じですね。これ。
[00:07:26] 辻: ああ、はいはいはい。
[00:07:28] 説明者: そうなんすよ。
[00:07:30] 説明者: なんで、ちょっとそういうのがちょっと良し悪しであるのと、ま、それもちょっとなあって、ま、ま、なんだろうな。
[00:07:36] 説明者: なんか、あれっすよね。ヘルパーで、ヘルパーっていうかExcelのヘルパーでなんか管理してると、やっぱボックス単位で一致になった方が分かりやすいんですよね、これね。何の処理のあれだろうってのがあったりするんで。ま、それもちょっと悩ましいなと思いながら、いてはいるんですけど、ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労したやつだと思うんですけど。
[00:07:59] 辻: はいはい。
[00:08:00] 説明者: ま、ちょっとしょうがない。あとこれも、あ、そっか、言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 辻: あ、そうなんですね。
[00:08:06] 説明者: で、かつ、そうなんすよ。で、かつ、なんかね、あの複合技っていうか、あのこの名前の長、長さ以外に、なんか処理として登録する時の名前の長さが上限があるらしくて。
[00:08:18] 辻: ああ。
[00:08:19] 説明者: ちょっとよく分かんないですけどね。だから下手に長いのにすると、長くてこう、掘り、なんか深い処理、要はどんどん掘ってく処理とかにしとくと、あの長すぎるって怒られるんすよ。
[00:08:31] 辻: なるほど。
[00:08:32] 説明者: そうなんすよ。そういう仕様も入ってるっていう、いやらしいんすよね。だから内部的に多分持ってんだと思うんですけど、その、その多分上から多分足してくんでしょうね、こうトントンピッピピって。足した時に多分桁数を超えるんで、あのキャパオーバーです、みたいな感じなんだと思うんですけど。
[00:08:53] 説明者: ま、そういうのもちょっと前ちょっと課題として上がってて、多分、このなんだっけ、バックログか、そこにも書いた記憶はあるんですけどね。ま、そういう状況でございます。ま、ちょっと余談でしたという感じですね。はい。
[00:09:07] 説明者: 終わりました。
[00:09:09] 説明者: じゃあ、ちょっと申し訳ないですけど、辻さんとりあえずは粛々とテストをよろしくお願いしますと。で、俺も粛々とあのテスト設計頑張りますって感じなので。はい。
[00:09:17] 辻: はい。
[00:09:19] 説明者: はい。じゃあ、ちょっと早いけど以上で終わろうかと思いますので、はい、じゃあすいません、引き続きよろしくお願いいたします。じゃあお疲れ様でした。
[00:09:25] 辻: ありがとうございました。
[00:09:27] 説明者: ありがとうござい。
[00:09:27] 辻: 失礼します。
[00:09:28] 説明者: 失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 08:36:17
