文字起こし結果

ファイル名: 20251015103137_20251016_102703.mp3
[00:02:52] 話者A: もうもういいです。あの、あの、いいですいいです。
[00:02:54] 話者A: あの、取っ払おうかと思ったんですけど、もうちょっとあの、今更取っ払うと大惨事なんで、あの。
[00:02:59] 話者B: あ、そうですね。
[00:03:00] 話者B: いろんなところにありそうですね。
[00:03:03] 話者A: 最悪、あの、全部一通りテストだったら、あの、ソウチカンって言うんですかね？貴重な手を使おうかっていう案もあります。あの、ちょっと、ちょっと今更言えねえなっていう感じでございます。
[00:03:14] 話者B: はい、分かりました。じゃあ、それ全部のところはOKとして、ま、もう間もなく、えっと、とりあえずは終わりそうなので。
[00:03:20] 話者A: あ、どうぞどうぞ。
[00:03:21] 話者B: えっと、続けて、ま、えっと、新しい、ま、何にするかは決めてないですけど、ま、ちょっととりあえずちょっと簡単なところから行こうかなと。はい。
[00:03:28] 話者A: そうですね、はい。
[00:03:29] 話者B: わかりました。
[00:03:30] 話者A: あ、で、そうそう、これ聞こうと思ったんですけど、あの、簡単にあの取りマスの値がちゃんと変わってるよねってのも見といてくださいっていう話をちょっとテスト設計に書いてあったんですけど、あの、簡単でいいんでちょっと見といていただけると嬉しいかなと思います。
[00:03:41] 話者B: はい。
[00:03:42] 話者A: あの、名前とか、名前住所、え、あとあれかな？代表者名とかがちゃんと変わってればOKなんで。
[00:03:48] 話者B: はい。
[00:03:49] 話者A: ちょっと見といていただけると嬉しいかなと思います。はい。
[00:03:52] 話者B: はい、承知いたしました。
[00:03:53] 話者A: もう本当そのレベルでいいです。あの、別にがっつりやる必要全くないです。あの、大丈夫です。
[00:03:58] 話者B: そうなんですね。
[00:04:00] 話者A: そうそう。言おうと思って忘れました。ちゃんとメモれって話ですよね。ちょっと話さなきゃいけないことね。うん。
[00:04:05] 話者A: そうなんですよ。ちょっとね。
[00:04:07] 話者A: ちょっと最近サボってます。申し訳ないです。はい。
[00:04:11] 話者B: はい。
[00:04:12] 話者A: はい。
[00:04:13] 話者A: じゃ、とりあえずはあれですかね？粛々とやっていただく形で。俺も粛々とこう、あの、テスト設計粛々と作るしかないんで。感じでやってます。
[00:04:23] 話者B: うん。今んとこ、こういう別途作業っていうのは発生してないんで、はい、承知しました。
[00:04:28] 話者A: そうですね、はい。
[00:04:30] 話者A: そうですね。
[00:04:33] 話者A: で、ちょ、ちょっとま、並行してその運用設計どうするかはちょっと考えなきゃいけないんですけど。
[00:04:40] 話者A: うーん、ちょ、ちょっとね、やっぱ、なんだろうな、ま、ちょ、ちょっと、なんつうんだろうな。JMSSに慣れすぎたってのちょっと正直あるんですけど。
[00:04:48] 話者B: うーん。
[00:04:49] 話者A: ちょっとJMSSとジョブセンターのそのなんつうんだろうな、仕様がこうなんだろう。いけてない、いけてないじゃない、なんつうんだろうな、こう痒いところに、痒いとこってか、あの、JMSSの融通が効いてたところを。
[00:05:06] 話者B: うーん。
[00:05:07] 話者A: あのジョブセンター全く切り捨てた感が俺の中に印象あるんですよ。
[00:05:12] 話者B: ああ。
[00:05:13] 話者A: なんで、なん、そうですね。ちょ、そこら辺がちょっと、うーん、いや、いや、なんだろうな、ちょっとやりづらいってのちょっとあるかなと思うんすよね。
[00:05:22] 話者A: で、あとま、ま、大体繰り返し言ってはいるんですけど、ま、ちょっと辻さんに言ったかどうか分かんないですけど。
[00:05:29] 話者A: ジョブセンター、廃校ですね。あの、1月以降ですね。
[00:05:35] 話者B: ああ。
[00:05:36] 話者A: ま、僕ら、僕らってか、あの、いじってる人たちはまあまあしょうがねえなと思ってやってはいるんですけど。
[00:05:41] 話者B: はい。
[00:05:42] 話者A: うーん、ちょっとだなってこう、うーん、ちょっと悩ましいなと思ってます。あの、悩ましいなと思ってます。悩ましいしか言えねえっすっていうとこですね。
[00:05:55] 話者A: あとあれだな、辻さんちょっとあれだ、相談したかったことが、相談ってわけじゃないんですけど。
[00:06:02] 話者A: あの、なんだろうな、ま、いっか。
[00:06:06] 話者A: 心のゆとりなんでちょっと、やっぱ、ちょっとしくってんすよ、やっぱ俺。
[00:06:10] 話者A: ま、悩ましいよな、ま、いいんだろうけどな、既存の。やっぱ、こう、なんだろうな、こう、こういう風にやっぱ、なんだろう、ジョブセンター継承しちゃって。この貫通名とかにしてると、この処理が何してるかってよく分かんないんだよなって。
[00:06:24] 話者B: ああ。
[00:06:25] 話者A: ちょっと、いや、なんで、ちょっとそこら辺いやらしいなってちょっとあるんですけど、ま、いっか。ま、やむなしだろうな。
[00:06:32] 話者A: どちらかというとこっちの方が分かりやすいんですよ、何があって。で、こっちにしちゃうと、うん。あ、これも分かりやすいんだけど、これなんだと。
[00:06:38] 話者B: うーん。
[00:06:40] 話者A: 調べなきゃいけないっていうちょっとめんどくささがあるんだけど、ま、いっか。ま、いっか。
[00:06:44] 話者B: パッと見わかんないですね。
[00:06:46] 話者A: 分かんないですね。
[00:06:47] 話者A: ちょっとしくったな、もう、もうやってみてわかるっていう。
[00:06:53] 話者A: ま、ここもちょっとあれだな、超心にゆとりがあったらちょっとあの、直すかって話なんですけど、今は超超心にゆとりが全くないのと。
[00:07:02] 話者B: そうですね。
[00:07:11] 話者A: はい。
[00:07:12] 話者A: 一応あとこれか。ちょっと共有しとくとこういう形で、あの、えっと、その何の処理でエラーが出たかって、たまに書いてある処理があったりするんですけど、これちょっとご認識の通り、同じ名前にするとこれ登録できないんで、区別するようにやった感じですですね、これって。
[00:07:27] 話者B: ああ、はいはいはい。
[00:07:28] 話者A: そうなんですよ。
[00:07:30] 話者A: なんで、ちょっとそういうのがちょっと両習性であるのと、ま、それもちょっとな、ま、ま、なんだろうな。
[00:07:37] 話者A: なんかあれっすよね。ヘルパーで、ヘルパーってかExcelのヘルパーでなんか管理してるとこやると、やっぱボックス単位で1位になってる方が分かりやすいんですよね、これね。何の処理のあれだろうってのあったりするんで。ま、そこもちょっと悩ましいなと思いながらってはいるんですけど。
[00:07:52] 話者A: ま、多分この異常メールとかメール送信ってのが多分腐るほどあるんで、多分辻さんが苦労したやつだと思うんですけど。
[00:07:59] 話者B: はいはい。
[00:08:00] 話者A: ま、ちょっとしょうがねえな。あとこれも、あ、そっか、言っとくとこれね、名前の長さもあったりするんすよ。
[00:08:05] 話者B: あ、そうなんですね。
[00:08:06] 話者A: そうなんですよ。で、かつ、そうなんすよ。で、かつ、なんかね、あの複合技ってか、あの、個々の名前の長、長さ以外に、なんか処理として登録する時の名前の長さがね上限があるらしくて。
[00:08:18] 話者B: ああ。
[00:08:19] 話者A: ちょ、よくわかんないんですけどね。だから下手に長いのにすると、長くてこう、なんか深い処理。要はどんどん掘ってく処理とかにしとくと、あの、長すぎるって怒られるんですよ。
[00:08:31] 話者B: なるほど。
[00:08:32] 話者A: そうなんすよ。そういう仕様も入ってるってですね、こうちょっとね、いやらしいんすよね。
[00:08:39] 話者A: だから、内部的に多分持ってんだと思うんですけど、その、その多分上から多分足していくんですよこれ。ポンポンピッピピッて。足した時に多分桁数を超えるんで、あのキャポオーバーですねっていう感じなんだと思うんですけど。
[00:08:53] 話者A: ま、そういうのもちょっと前ちょっと課題として上がってて多分、この、なんだっけ？バックログの方にも書いた記憶はあるんですけどね。ま、そういう状況でございます。
[00:09:04] 話者A: ま、ちょっと余談でしたという感じですね、はい。
[00:09:07] 話者A: 終わりました。
[00:09:09] 話者A: じゃ、ちょっと申し訳ないですけど、辻さん、とりあえずは粛々とテストをよろしくお願いしますと。で、俺も粛々とあの、テスト設計頑張りますっていう感じなので。
[00:09:17] 話者B: はい。
[00:09:18] 話者A: はい。
[00:09:19] 話者A: じゃ、ちょっと早いですけど、以上で終わろうかと思いますので、はい、じゃ、すいません、引き続きよろしくお願いいたします。
[00:09:24] 話者A: じゃ、お疲れ様でした。
[00:09:25] 話者B: ありがとうございました。
[00:09:27] 話者A: ありがとうございます。失礼します。

========================================

Meeting Minutes BYC システム
生成日時: 2025-10-16 10:29:02
